date,GGR,num_operators,operators_list,num_reports,total_bets,total_stake,total_payout,modal_game_type,is_missing
2025-06-05,829386781.3200002,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1225058,4389461448.59,3560038766.27,RRI_other,0
2025-06-06,1478315852.6200001,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1431217,5227651298.700001,3749285993.08,RRI_other,0
2025-06-07,1056545301.3699999,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1464930,5281990370.24,4225382668.87,RRI_other,0
2025-06-08,793796227.0899998,19,"ABA,ABE,ADV,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1328719,4899815354.679999,4105967677.59,RRI_other,0
2025-06-09,176744386.90000007,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1063276,3613968936.35,3437065910.15,RRI_other,0
2025-06-10,34427132.93000004,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1094188,3770150744.2599998,3735665061.3199997,RRI_other,0
2025-06-11,677417323.7800001,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1031268,3719297820.61,3041848922.83,RRI_other,0
2025-06-12,-190993294.88,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",24,908739,3121713668.27,3312697163.1499996,RRI_other,0
2025-06-13,-187723486.78999972,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1274326,4605553999.9,4793213756.69,RRI_sports,0
2025-06-14,986029901.54,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1416891,5139668102.889999,4153616751.3499994,RRI_other,0
2025-06-15,1148818000.9100003,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1347118,5034767596.47,3885750016.56,RRI_other,0
2025-06-16,-98546310.79999974,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,948665,3126791273.72,3225050662.69,RRI_other,0
2025-06-17,984287341.3400002,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1184377,4619502166.0,3635152898.12,RRI_other,0
2025-06-18,880832737.8399999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1125768,4352943546.02,3472034608.18,RRI_other,0
2025-06-19,825929113.4899999,18,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",24,1017427,3837718895.4799995,3011771181.9900002,RRI_sports,0
2025-06-20,1314811684.6599998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1262723,4450702982.08,3135856697.42,RRI_other,0
2025-06-21,905702784.4300001,19,"ABA,ABE,ADV,BET,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",25,1496147,5713480771.2699995,4807713677.0,RRI_sports,0
2025-06-22,277337752.5400001,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1260434,4706904217.25,4429486893.71,RRI_other,0
2025-06-23,692857005.6599997,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1053892,4376017309.65,3683034978.32,RRI_sports,0
2025-06-24,628678686.3199999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,936266,3329818328.05,2700989583.73,RRI_other,0
2025-06-25,1080327826.89,18,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",23,1120837,4833727030.81,3753340549.92,RRI_sports,0
2025-06-26,-71157756.18000016,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1110782,4216593827.39,4287670735.57,RRI_sports,0
2025-06-27,-59166622.319999784,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1261843,5240354617.71,5299421299.12,RRI_sports,0
2025-06-28,1277580900.9099998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,1541848,5697840898.41,4420168854.7,RRI_other,0
2025-06-29,1331933828.3600001,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,1242047,4928747029.36,3596720802.0,RRI_other,0
2025-06-30,612240796.7,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,868929,3604413815.63,2992143590.9300003,RRI_other,0
2025-07-01,1421206412.9099998,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",28,997137,4218600725.79,2797320527.68,RRI_other,0
2025-07-02,311029479.55999994,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",29,1094517,4329110567.41,4016644575.8500004,RRI_sports,0
2025-07-03,656753595.9699999,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",29,914686,3059352402.74,2402349881.75,RRI_other,0
2025-07-04,225136721.80000037,20,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",26,1195111,4411720214.330001,4186433481.5299997,RRI_other,0
2025-07-05,-668582696.4200003,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1693191,6986280023.95,7654652840.370001,RRI_sports,0
2025-07-06,851447647.0400001,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",28,1328647,5203885481.88,4352338986.84,RRI_other,0
2025-07-07,529219432.1400001,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",52,894715,3150136936.73,2620443124.3399997,RRI_other,0
2025-07-08,483217206.7100001,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",29,1135556,4019086353.72,3535540861.0099998,RRI_other,0
2025-07-09,179080362.37,24,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT,WOR",31,1110885,4272818327.12,4093694972.25,RRI_sports,0
2025-07-10,154042453.78000003,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",30,1120032,5007773792.900001,4853265083.070001,RRI_sports,0
2025-07-11,600911798.2299998,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1207057,4650147565.24,4049171217.01,RRI_sports,0
2025-07-12,1457379558.6999998,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1596050,5958369761.389999,4500854421.69,RRI_sports,0
2025-07-13,652815461.3999997,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",30,1376562,5231033726.5,4578144260.09,RRI_sports,0
2025-07-14,661967105.79,23,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",29,901855,3671477109.76,3009406972.05,RRI_other,0
2025-07-15,753774819.6899999,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1083046,3796900873.15,3043030217.39,RRI_sports,0
2025-07-16,989852438.75,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1025057,3867695000.2200003,2877612281.4700003,RRI_sports,0
2025-07-17,1212797456.18,23,"ABA,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1101039,3911823233.03,2698822900.0099998,RRI_sports,0
2025-07-18,574264378.8699998,22,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,TIT",28,1212825,4329330862.17,3755012083.3,RRI_sports,0
2025-07-19,1275009827.7700002,23,"ABA,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1747296,6026623726.17,4751478947.74,RRI_sports,0
2025-07-20,73817016.04000008,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1259179,4415955847.06,4341758402.02,RRI_sports,0
2025-07-21,393839020.02000004,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,910637,3370266755.79,2976293896.77,RRI_other,0
2025-07-22,323978499.40999985,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",32,1116511,4074446501.7499995,3750288743.51,RRI_other,0
2025-07-23,742230037.29,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",56,1094005,4073626158.71,3331252513.39,RRI_other,0
2025-07-24,1062402701.02,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",36,1163070,3959551234.67,2897006510.65,RRI_sports,0
2025-07-25,580440645.2399998,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1148803,4413602548.63,3833045599.3900003,RRI_other,0
2025-07-26,1055644328.2300004,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1472041,5592767357.72,4536641490.429999,RRI_other,0
2025-07-27,-4866903.730000193,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1310434,5033621475.95,5038276436.86,RRI_sports,0
2025-07-28,-102805711.99000007,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,900209,3458327922.33,3561067534.32,RRI_other,0
2025-07-29,641689095.3600001,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",32,1094766,3659120499.54,3017346564.18,RRI_other,0
2025-07-30,1250252234.4399996,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",31,1173490,4414212786.78,3163916445.34,RRI_sports,0
2025-07-31,1041126620.0799997,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,1180013,4311680655.549999,3270416786.69,RRI_sports,0
2025-08-01,427636632.3900004,25,"ABA,ABE,ADV,BET,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,1196546,4360719202.820001,3932965233.73,RRI_sports,0
2025-08-02,1052946659.7500005,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1644960,6116238208.08,5063154477.33,RRI_other,0
2025-08-03,1379565058.5000002,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",35,1531139,5862246985.58,4482618032.08,RRI_other,0
2025-08-04,123165670.04999992,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1019750,3900427937.4900002,3777004452.4400005,RRI_other,0
2025-08-05,2280950950.89,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1214539,4266003315.3,1984937980.2,RRI_sports,0
2025-08-06,800259519.0800003,21,"ABA,ABE,ADV,BET,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,PAR,QUI,REY,SAH,SPO,WOR",27,1226965,4620311964.86,3819715789.1600003,RRI_other,0
2025-08-07,484002479.9699999,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT",30,1267929,4638311140.42,4154048487.89,RRI_other,0
2025-08-08,1152250458.2799995,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1373050,5247478254.889999,4095043128.6100006,RRI_other,0
2025-08-09,1947011015.7600005,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1886485,7381414719.88,5433757645.94,RRI_other,0
2025-08-10,1795297913.6800005,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,KIN,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",34,1652562,6605839065.700001,4810479535.37,RRI_sports,0
2025-08-11,80937418.18000023,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,KIN,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",33,987087,3990340411.64,3909098287.4599996,RRI_sports,0
2025-08-12,109839593.7100001,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1363900,5376884047.39,5266153380.68,RRI_sports,0
2025-08-13,1124308453.8099995,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1206932,4534109059.679999,3409566966.2200003,RRI_sports,0
2025-08-14,1111737393.23,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1293075,4682975762.7699995,3570996043.54,RRI_sports,0
2025-08-15,1248606213.57,23,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT",29,1632217,6674137022.499999,5424596669.93,RRI_other,0
2025-08-16,-746448526.4299995,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,2677980,10186004155.42,10932015567.85,RRI_other,0
2025-08-17,510385059.92999965,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,2440128,10778926010.599998,10267449125.67,RRI_sports,0
2025-08-18,951289690.33,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",33,1311180,5542510697.2,4590963852.87,RRI_sports,0
2025-08-19,1161488232.5,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1280942,5176399239.15,4014677980.6499996,RRI_sports,0
2025-08-20,428218863.3499999,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,TIT,WOR",30,1233146,5104674427.67,4676294727.309999,RRI_sports,0
2025-08-21,500261161.36999995,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1312609,5437725283.93,4937194123.56,RRI_sports,0
2025-08-22,800961301.1299998,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1527448,6487471821.79,5684953823.650001,RRI_sports,0
2025-08-23,3395858724.3999996,24,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,3327326,13641412426.800001,10244765178.22,RRI_sports,0
2025-08-24,3016982568.4500003,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,2400437,10748810574.95,7731461711.5,RRI_sports,0
2025-08-25,-454160385.85999954,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",32,1360130,5952089291.309999,6405983913.36,RRI_sports,0
2025-08-26,1162030556.76,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT",31,1434259,5566166708.09,4403922847.33,RRI_other,0
2025-08-27,1635391079.7499998,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1110337,5006762860.5199995,3370997625.25,RRI_sports,0
2025-08-28,1268729091.54,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1078295,4555390417.86,3286557776.3199997,RRI_sports,0
2025-08-29,771937722.0800002,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1004080,4123201158.37,3351094987.29,RRI_sports,0
2025-08-30,4279499381.9199996,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",29,2753405,11514300817.54,7234589015.619999,RRI_sports,0
2025-08-31,2897723132.9599996,18,"ABE,ADV,BET,BLU,BWI,DAY,ELD,ENT,FOX,GAM,GAR,INT,PAR,QUI,REY,RUB,SAH,SPO",23,2088903,9021653201.18,6123581702.219999,RRI_other,0
2025-09-01,200346291.7899999,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,655396,2472617397.84,2272059564.09,RRI_sports,0
2025-09-02,-121755418.69000001,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",33,878159,2967778499.7400002,3088020221.32,RRI_sports,0
2025-09-03,819463285.56,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,765297,3069142087.77,2241231162.8199997,RRI_sports,0
2025-09-04,1777907581.66,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",32,1079408,4406840808.74,2628902686.08,RRI_sports,0
2025-09-05,-133797333.31000009,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",32,1126854,4807098903.809999,4940604840.12,RRI_sports,0
2025-09-06,-1206827616.6399994,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",32,1324909,5842219824.51,7048984967.15,RRI_sports,0
2025-09-07,-2079634453.6399996,24,"ABA,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1127834,5082812823.990001,7162357315.13,RRI_sports,0
2025-09-08,-640218417.9600002,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,1251926,5591316516.599999,6231103389.56,RRI_sports,0
2025-09-09,-112990786.29999961,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",32,1365621,6051641853.500001,6161708061.909999,RRI_sports,0
2025-09-10,688564742.3900001,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,901295,4258151813.9,3569482905.58,RRI_sports,0
2025-09-11,556404795.9100002,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",30,725602,3018430675.38,2459383816.47,RRI_sports,0
2025-09-12,1509919323.2000005,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1228644,4949335943.53,3439196370.3299994,RRI_sports,0
2025-09-13,3763947790.9599996,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,3333231,12896686139.000002,9130296284.07,RRI_sports,0
2025-09-14,-341822904.39999795,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,2292952,11058179414.430002,11399215432.429998,RRI_sports,0
