operator,tier,stake_real_money,expected_stake_regression,regression_r2,deviation_pct,anomaly_score_if,stake_z_score,anomaly_flagged_by
OP_0005,very_high,3266807.96,5706431.868071156,0.99718141510368,0.4275217797169247,-0.35356251720787957,-0.2801015537398315,none
OP_0005,very_high,2902208.75,4474046.41552391,0.99718141510368,0.35132350439414206,-0.3520386597238177,-0.29267695513581526,none
OP_0005,very_high,2706554.29,5208450.116080092,0.99718141510368,0.4803532279892569,-0.40016262764267296,-0.2994252785055079,none
OP_0005,very_high,4473055.42,5395010.429886257,0.99718141510368,0.17089031093971302,-0.4145174500917664,-0.23849683936761454,none
OP_0005,very_high,24552327.01,6778790.780835692,0.99718141510368,2.6219331446858996,-0.42196574450413676,0.4540578701810549,none
OP_0005,very_high,4345704.15,4287167.7291983515,0.99718141510368,0.013653867657889483,-0.354173515828629,-0.24288931552942056,none
OP_0005,very_high,3632003.61,5038933.610440008,0.99718141510368,0.2792118549696774,-0.35323554851955963,-0.2675055805153771,none
OP_0005,very_high,3677591.85,4015148.436952634,0.99718141510368,0.08407076158031858,-0.3500558284870319,-0.2659331952736854,none
OP_0005,very_high,5614480.91,5938031.2652189685,0.99718141510368,0.054487816039991366,-0.3528468029555424,-0.1991279013483645,none
OP_0005,very_high,4061813.12,6082614.242909864,0.99718141510368,0.33222575724991754,-0.4078376506861459,-0.2526810088656987,none
OP_0005,very_high,5463854.78,6548015.233037383,0.99718141510368,0.16557085077740127,-0.41226292406014997,-0.20432315134759968,none
OP_0005,very_high,6146804.42,4268355.955413747,0.99718141510368,0.4400871164935842,-0.3568451144782437,-0.18076751650066009,none
OP_0005,very_high,4125023.13,4965493.2306540115,0.99718141510368,0.16926215818107404,-0.3574669193530626,-0.25050083066949763,none
OP_0005,very_high,1835309.82,2211392.0781641463,0.99718141510368,0.17006584308485098,-0.35480535909115124,-0.32947539552106914,none
OP_0005,very_high,4167667.25,3549150.8869506996,0.99718141510368,0.1742716448949588,-0.3511069921111723,-0.24902999115182972,none
OP_0005,very_high,4817553.28,4399652.785097316,0.99718141510368,0.09498488069745277,-0.3784103092510901,-0.22661475418822688,none
OP_0005,very_high,3788909.09,6155520.39559863,0.99718141510368,0.38446973667585016,-0.4093362069358938,-0.2620937492823102,none
OP_0005,very_high,3467797.63,6134005.671891735,0.99718141510368,0.4346601852863095,-0.40194405613892165,-0.273169213495056,none
OP_0005,very_high,15525170.04,9256298.818751883,0.99718141510368,0.6772546288748065,-0.3898717894776003,0.14270195045126963,none
OP_0005,very_high,10253954.71,8788286.918000607,0.99718141510368,0.1667751412391123,-0.3580125320454333,-0.039107682705679075,none
OP_0005,very_high,10398802.98,6106436.263030959,0.99718141510368,0.702925001109977,-0.36934134642880456,-0.03411171703487075,none
OP_0005,very_high,5563482.17,3687635.0117226318,0.99718141510368,0.5086856894226878,-0.36539563619277615,-0.2008869002946031,none
OP_0005,very_high,5745997.07,5787936.49148357,0.99718141510368,0.007246005816629101,-0.35178077952270387,-0.1945917738508353,none
OP_0005,very_high,9490411.03,10466506.42230186,0.99718141510368,0.0932589493493276,-0.4199450646594927,-0.06544308880644009,none
OP_0005,very_high,10326877.03,8491376.749754686,0.99718141510368,0.2161605042784541,-0.4164855194334469,-0.036592516957716106,none
OP_0005,very_high,10578675.39,7494712.369878387,0.99718141510368,0.41148517353597325,-0.3585758459828068,-0.0279077327864875,none
OP_0005,very_high,6612861.88,6710742.829398593,0.99718141510368,0.014585710090065394,-0.3563934779343744,-0.16469271580898368,none
OP_0005,very_high,8072218.25,6596699.797715711,0.99718141510368,0.22367524633987854,-0.35376849461914966,-0.11435801504938552,none
OP_0005,very_high,12343909.34,8519479.558883669,0.99718141510368,0.4489041560207061,-0.37823651942091985,0.032977000011117925,none
OP_0005,very_high,8856886.92,10719698.915212436,0.99718141510368,0.17377465635428435,-0.38440125832938415,-0.08729398633658943,none
OP_0005,very_high,10124998.76,10771617.757592391,0.99718141510368,0.06002988707398395,-0.4614826303722496,-0.043555505929570415,none
OP_0005,very_high,4316343.65,4921963.26493932,0.99718141510368,0.12304431836241797,-0.4109090954421838,-0.24390198934373514,none
OP_0005,very_high,7798212.21,6402390.095047632,0.99718141510368,0.21801578695307275,-0.3553134822105018,-0.12380876492326484,none
OP_0005,very_high,8557040.69,5001932.339826405,0.99718141510368,0.7107469890920148,-0.4238194300013655,-0.09763599091559687,none
OP_0005,very_high,11775835.08,6832054.754952097,0.99718141510368,0.7236154425525482,-0.36211968369915387,0.013383535060312151,none
OP_0005,very_high,5652698.16,6413945.19041551,0.99718141510368,0.11868623878374529,-0.3524983496937336,-0.19780974912581673,none
OP_0005,very_high,8625214.67,7476552.056967143,0.99718141510368,0.15363533942928378,-0.5129017127104534,-0.09528460029337972,none
OP_0005,very_high,11107583.9,7632866.847475613,0.99718141510368,0.4552309272463684,-0.41574506908655334,-0.009665134797858506,none
OP_0005,very_high,5904880.51,6994669.625973258,0.99718141510368,0.1558028004534413,-0.4020796864626952,-0.18911172074492014,none
OP_0005,very_high,10591329.93,7287150.457424164,0.99718141510368,0.4534254496158414,-0.3580948972461373,-0.027471264698743916,none
OP_0005,very_high,12061002.19,7184148.290458517,0.99718141510368,0.6788353611824214,-0.36317777880377233,0.023219241707023386,none
OP_0005,very_high,11601124.34,7479327.394951928,0.99718141510368,0.5510919267727233,-0.3687488776709787,0.007357582114091095,none
OP_0005,very_high,11178754.86,8212369.49844824,0.99718141510368,0.36120943682724826,-0.35997087823204477,-0.007210375255901471,none
OP_0005,very_high,7653952.87,8229956.360645631,0.99718141510368,0.06998864458139659,-0.3909898993557888,-0.1287844177932195,none
OP_0005,very_high,16899597.07,10070855.98522839,0.99718141510368,0.678069579665104,-0.45013825259724594,0.19010735100531886,none
OP_0005,very_high,9563432.87,10183663.720372349,0.99718141510368,0.06090449050586601,-0.42413461945326714,-0.06292449051141552,none
OP_0005,very_high,13539534.18,10773981.924216388,0.99718141510368,0.2566880356061815,-0.37342820900369367,0.07421532930428598,none
OP_0005,very_high,8237480.94,6570298.83509825,0.99718141510368,0.2537452476279673,-0.35640583423026323,-0.1086579350559866,none
OP_0005,very_high,13174762.78,6008141.167732516,0.99718141510368,1.1928184462037499,-0.366237463098049,0.06163398889826871,none
OP_0005,very_high,8520693.73,6318914.259333826,0.99718141510368,0.3484426881428042,-0.35180656205359456,-0.09888963491423239,none
OP_0005,very_high,6620183.71,5583962.211261535,0.99718141510368,0.18557100845859065,-0.3561055443557172,-0.164440178368754,none
OP_0005,very_high,17258250.05,12798811.336787255,0.99718141510368,0.34842600581157945,-0.46349330622969775,0.2024776608185677,none
OP_0005,very_high,9159912.57,11426911.001641268,0.99718141510368,0.19839118649962834,-0.42424222564072245,-0.07684232029477626,none
OP_0005,very_high,15227145.55,10755607.459786907,0.99718141510368,0.4157401715273909,-0.3907520452435417,0.13242277955678705,none
OP_0005,very_high,16735457.17,13219958.50598209,0.99718141510368,0.2659235777803033,-0.3926294347850228,0.18444599719274027,none
OP_0005,very_high,14070468.72,10710153.053214174,0.99718141510368,0.31375048051039556,-0.39300323525071873,0.09252780714945752,none
OP_0005,very_high,30896334.97,11594383.627907371,0.99718141510368,1.6647673530167957,-0.4328038510979931,0.6728692234923154,none
OP_0005,very_high,51775877.44,11580128.72790023,0.99718141510368,3.4710968812682856,-0.5019253314185225,1.393026098008696,none
OP_0005,very_high,19653168.8,17103963.38865055,0.99718141510368,0.14904179536779127,-0.5339935249946067,0.2850808693993483,none
OP_0005,very_high,12293826.11,12456334.62725709,0.99718141510368,0.013046254947381368,-0.4325881544110867,0.031249577945509543,none
OP_0005,very_high,13564812.01,10645812.588101117,0.99718141510368,0.27419226082952697,-0.38295252577976663,0.07508718763516235,none
OP_0005,very_high,11920665.57,11005057.045429885,0.99718141510368,0.08319888945512949,-0.3722046751676372,0.018378887480650703,none
OP_0005,very_high,16088845.17,14189777.642536879,0.99718141510368,0.1338334944566194,-0.46569685567971825,0.16214368488805947,none
OP_0005,very_high,18316540.0,13661430.6186093,0.99718141510368,0.3407483089691655,-0.4317669990624446,0.2389791686374838,none
OP_0005,very_high,14718116.91,14688272.026017195,0.99718141510368,0.002031885298007933,-0.3984625743990008,0.11486585871197294,none
OP_0005,very_high,20256918.41,19308335.904857498,0.99718141510368,0.049128133559343284,-0.5260543863586269,0.3059048138297783,none
OP_0005,very_high,10530052.22,11430689.227167895,0.99718141510368,0.07879113754814583,-0.43118442268830653,-0.029584795882414555,none
OP_0005,very_high,21986533.09,11683826.134612862,0.99718141510368,0.8817922174368708,-0.41459292082983695,0.36556100140458436,none
OP_0005,very_high,15245602.61,12654657.263981767,0.99718141510368,0.20474243529239572,-0.39874539257972375,0.13305938252169675,none
OP_0005,very_high,11026235.48,10753179.305992188,0.99718141510368,0.025393064342901128,-0.3721819014120701,-0.012470925393041302,none
