operator,tier,stake_real_money,predicted_stake,deviation_pct,anomaly_type,anomaly_score,stake_z_score
OP_0015,low,691812.0,666101.0927344599,0.03859910687128944,isolation_forest,-0.5964037918838982,0.10612153774245157
OP_0015,low,1586073.0,666101.0927344599,1.3811295572101476,isolation_forest,-0.6087600489739994,3.7971757460976683
OP_0015,low,980212.0,666101.0927344599,0.4715664194094933,isolation_forest,-0.5387620854835324,1.2964899354357922
OP_0012,zero,2664000.0,85472.81661180608,30.167804052827137,isolation_forest,-0.8871370688581812,79.03817316997865
OP_0012,zero,25693.943487992885,85472.81661180608,0.699390466975159,isolation_forest,-0.5973255313942988,-1.832368864018609
OP_0012,zero,207500.0,85472.81661180608,1.4276724252858974,isolation_forest,-0.6405131027075448,3.7404320242253575
OP_0012,zero,180500.0,85472.81661180608,1.1117825193450819,isolation_forest,-0.5574115607234347,2.9128158992771227
OP_0012,zero,186250.0,85472.81661180608,1.1790553696843296,isolation_forest,-0.5851615728309967,3.089067481442025
OP_0012,zero,191500.0,85472.81661180608,1.2404784069505994,isolation_forest,-0.6211876668404469,3.249992839070848
OP_0012,zero,189000.0,85472.81661180608,1.211229341585709,isolation_forest,-0.5811716023848548,3.173361716390456
OP_0012,zero,262250.0,85472.81661180608,2.0682269567769955,isolation_forest,-0.7226881755289044,5.418653610925944
OP_0012,zero,105800.0,85472.81661180608,0.23782044624215878,isolation_forest,-0.5502161243531419,0.6230779535870068
OP_0012,zero,159600.0,85472.81661180608,0.8672603328945987,isolation_forest,-0.6022366796770231,2.2721797136690447
OP_0012,zero,172214.46932774977,85472.81661180608,1.0148449080589017,isolation_forest,-0.5388522945605387,2.6588440923101793
OP_0012,zero,179532.36462496294,85472.81661180608,1.1004615472115462,isolation_forest,-0.5681398933543934,2.883155505223382
OP_0012,zero,182459.5227438482,85472.81661180608,1.134708202872604,isolation_forest,-0.5903795992171866,2.9728800703886633
OP_0012,zero,199371.99187518528,85472.81661180608,1.3325777689142713,isolation_forest,-0.6925776811593924,3.4912886691213973
