date,expected_GGR,was_interpolated,actual_GGR,is_missing,deviation,deviation_pct,day_of_week,is_weekend,is_anomaly,anomaly_score
2025-01-27,2365918464.0,0,2444706018.5079994,0,78787554.50799942,3.3301043846961336,Monday,0,0,0.36335367921092643
2025-01-28,437576896.0,0,485607905.258,0,48031009.258000016,10.976587131784951,Tuesday,0,0,0.3385175838432888
2025-01-29,365776896.0,0,332125466.873,0,-33651429.126999974,-9.199987614034534,Wednesday,0,0,0.33951509749036923
2025-01-30,-551931328.0,0,-833662812.7820004,0,-281731484.7820004,51.04466271245984,Thursday,0,0,0.4239349438891319
2025-01-31,1101243520.0,0,1030165826.9090002,0,-71077693.09099984,-6.454312039084674,Friday,0,0,0.3394466925470498
2025-02-01,1044588160.0,0,885972124.6599995,0,-158616035.3400005,-15.184552287094707,Saturday,1,0,0.4497371301520202
2025-02-02,4193980160.0,0,4184568573.829,0,-9411586.171000004,-0.2244070265463536,Sunday,1,0,0.4239432537217249
2025-02-03,910996096.0,0,956640599.456,0,45644503.45599997,5.010395067159538,Monday,0,0,0.3351790995113904
2025-02-04,589922816.0,0,478282409.7869999,0,-111640406.21300012,-18.92457846773638,Tuesday,0,0,0.3516900680655
2025-02-05,1221772288.0,0,1204231719.1369996,0,-17540568.863000393,-1.4356659612662939,Wednesday,0,0,0.3377997591513641
2025-02-06,1398145920.0,0,1493686771.0010004,0,95540851.0010004,6.833396259597882,Thursday,0,0,0.34726580216999325
2025-02-07,589112640.0,0,361007147.697,0,-228105492.30299997,-38.72018300320291,Friday,0,0,0.3871870602604013
2025-02-08,-708778304.0,0,-830165389.8979993,0,-121387085.89799929,17.126241761768046,Saturday,1,0,0.4711481615489168
2025-02-09,2819120128.0,0,2941497925.3100004,0,122377797.31000042,4.340992641445906,Sunday,1,0,0.4152970003507574
2025-02-10,1348313856.0,0,1603468245.1640005,0,255154389.1640005,18.923961066524893,Monday,0,0,0.3866936600183042
2025-02-11,756192448.0,0,771237304.1559997,0,15044856.15599966,1.989553875576348,Tuesday,0,0,0.33392072940079537
2025-02-12,-724478528.0,0,-804661326.9239994,0,-80182798.92399943,11.067657056083162,Wednesday,0,0,0.3778084699630114
2025-02-13,2836745984.0,0,3045217533.282,0,208471549.28200006,7.348967812339733,Thursday,0,0,0.4059895577107572
2025-02-14,990208128.0,0,864576237.273,0,-125631890.727,-12.68742269170709,Friday,0,0,0.3606144432851155
2025-02-15,1880605824.0,0,1995039544.339,0,114433720.33899999,6.084939165805752,Saturday,1,0,0.4046798013634722
2025-02-16,4257568256.0,0,4262796306.1810007,0,5228050.1810007095,0.1227942775464152,Sunday,1,0,0.42552574413986105
2025-02-17,751795008.0,0,778234626.822,0,26439618.822000027,3.516865440798461,Monday,0,0,0.3327614211317633
2025-02-18,662141184.0,0,635457526.0359999,0,-26683657.964000106,-4.02990458965321,Tuesday,0,0,0.33618292825994417
2025-02-19,1769414016.0,0,1794891437.8460004,0,25477421.846000433,1.439879056886618,Wednesday,0,0,0.34755333658043264
2025-02-20,1351801984.0,0,1501132129.91,0,149330145.9100001,11.046747058924282,Thursday,0,0,0.3579158109442156
2025-02-21,1171473536.0,0,1533182808.6130002,0,361709272.61300015,30.876435659661382,Friday,0,0,0.43224307164438325
2025-02-22,-1429116032.0,0,-1711241692.931,0,-282125660.931,19.741270450669745,Saturday,1,0,0.5072111802173642
2025-02-23,3236346880.0,0,3433400925.3180003,0,197054045.31800032,6.08878011611661,Sunday,1,0,0.44309693601396244
2025-02-24,331553728.0,0,212461238.9349998,0,-119092489.0650002,-35.91951439767862,Monday,0,0,0.3619525451840105
2025-02-25,401729280.0,0,388156347.886,0,-13572932.114000022,-3.378626550198189,Tuesday,0,0,0.3380923030802873
2025-02-26,-1279232128.0,0,-1379502898.676,0,-100270770.67600012,7.838356188940255,Wednesday,0,0,0.3982625647314828
