operator,no_of_bets,game_type,stake_real_money,stake_free_money,movement_wager_amt,movement_win_amt,is_weekend
OP_0005,1785.0,RRI_slot,2651787.48,0.0,23825968.56,18651438.279999997,0
OP_0017,289712.0,RRI_other,690920520.0,0.0,0.0,0.0,0
OP_0012,698.0,RRI_sports,31000.0,0.0,0.0,0.0,0
OP_0006,1297015.0,CTG_multi,4954827306.37,0.0,19915052951.939995,15457935747.988,0
OP_0007,28626.0,RRI_roulette,161405519.0,133755.0,2323901795.0,2201404551.0,0
OP_0001,71.0,RRI_sports,453455.0,0.0,1262285.0,985041.0,0
OP_0011,19736.0,RRI_other,321214557.16,521000.0,321214557.16,321336170.75,0
OP_0009,36.0,RRI_sports,92500.0,0.0,0.0,0.0,0
OP_0002,7474.0,CTG_multi,17757642.0,0.0,38522544.0,32725726.6,0
OP_0013,1.0,RRI_sports,400.0,0.0,170680.0,204600.0,0
OP_0003,2085.0,RRI_sports,552769.0,233319.0,1349974.0,1554035.74,0
OP_0016,18056.0,RRI_sports,15066945.0,1216500.0,62869750.0,66681588.0,0
OP_0015,2415.0,RRI_other,353780.0,0.0,4915242.0,3811716.0,0
OP_0004,31.0,CTG_virtualSports,31000.0,0.0,0.0,0.0,0
OP_0005,2215.0,RRI_slot,2374136.84,0.0,14021613.28,10331227.6,0
OP_0017,364514.0,RRI_other,1203630240.0,0.0,0.0,0.0,0
OP_0012,629.0,RRI_sports,25700.0,0.0,0.0,0.0,0
OP_0006,900099.0,CTG_multi,3424963683.74,0.0,16246003423.339998,12546527464.678,0
OP_0007,30081.0,RRI_roulette,195253557.0,213358.0,5698791650.0,5426991066.0,0
OP_0001,63.0,RRI_sports,809661.0,0.0,1619322.0,803000.0,0
OP_0009,31.0,RRI_sports,83000.0,0.0,0.0,0.0,0
OP_0002,8486.0,CTG_multi,20160854.0,0.0,43315840.0,31573997.88,0
OP_0010,607.0,CTG_virtualSports,4857255.76,0.0,95852897.56,37284126.62,0
OP_0013,11.0,RRI_sports,30800.0,0.0,123200.0,92400.0,0
OP_0003,3250.0,RRI_sports,1003177.0,60500.0,2341478.0,1222452.44,0
OP_0016,20182.0,RRI_sports,19059449.0,1290000.0,68116858.0,42348202.0,0
OP_0015,3400.0,RRI_other,405309.0,0.0,8896228.0,6939700.0,0
OP_0004,18.0,CTG_multi,138450.0,0.0,348300.0,4853291.46,0
OP_0004,48.0,CTG_virtualSports,67500.0,0.0,348300.0,4853291.46,0
OP_0005,3159.0,RRI_slot,2724229.35,0.0,18891996.340000004,12787614.88,0
OP_0017,375995.0,RRI_other,1015184445.0,0.0,0.0,0.0,0
OP_0012,626.0,RRI_sports,28600.0,0.0,0.0,0.0,0
OP_0006,1117978.0,CTG_multi,4218762918.26,0.0,18528062003.76,15883546310.054,0
OP_0007,36384.0,RRI_roulette,189895506.0,225815.0,5801359674.0,5522125520.0,0
OP_0001,82.0,RRI_sports,492881.0,0.0,985762.0,539056.0,0
OP_0009,37.0,RRI_sports,87000.0,0.0,0.0,0.0,0
OP_0002,12931.0,CTG_multi,36272840.0,0.0,80637066.0,52833037.1,1
OP_0010,7754.0,CTG_multi,40073882.98,2909975.0,151775877.88,102477096.76,1
OP_0013,14.0,RRI_sports,25919.05,82115.3,103676.2,479235.44,1
OP_0003,4241.0,RRI_sports,2358913.0,3000.0,2459124.0,2349057.43,1
OP_0016,38718.0,RRI_sports,36448392.0,2325500.0,104262252.0,95814054.0,1
OP_0015,4528.0,RRI_other,1428846.0,0.0,11806080.0,10352110.0,1
OP_0004,767.0,CTG_multi,12027496.04,0.0,60653250.48,52909678.379999995,1
OP_0004,35.0,CTG_virtualSports,38000.0,0.0,60653250.48,52909678.379999995,1
OP_0005,3974.0,RRI_slot,6151765.85,0.0,30787996.140000004,25452767.26,1
OP_0017,447301.0,RRI_other,1186241275.0,0.0,0.0,0.0,1
OP_0012,925.0,RRI_sports,59100.0,0.0,0.0,0.0,1
OP_0006,1795540.0,CTG_multi,6631154365.37,0.0,26063818854.58,22366811894.559994,1
OP_0007,36612.0,RRI_roulette,268249718.0,329268.0,6545234026.0,6055579680.0,1
OP_0001,114.0,RRI_sports,793846.0,0.0,1587692.0,78500.0,1
OP_0009,27.0,RRI_sports,83000.0,0.0,0.0,0.0,1
OP_0002,11767.0,CTG_multi,32554396.0,0.0,69438584.0,48537371.56,1
OP_0013,25.0,RRI_sports,125843.14,0.0,503372.56,427640.2,1
OP_0003,4440.0,RRI_sports,2949478.0,35900.0,2995709.0,1917882.63,1
OP_0016,34540.0,RRI_sports,32754959.0,2070500.0,94045662.0,55648068.0,1
OP_0015,4533.0,RRI_other,1759070.0,0.0,12413240.0,9569602.0,1
OP_0004,876.0,CTG_multi,13383576.01,0.0,140338790.01999998,117608377.5,1
OP_0004,57.0,CTG_virtualSports,70000.0,0.0,140338790.01999998,117608377.5,1
OP_0005,3616.0,RRI_slot,2971029.8,0.0,14186520.839999996,10068097.24,1
OP_0017,358960.0,RRI_other,850627280.0,0.0,0.0,0.0,1
OP_0012,1079.0,RRI_sports,87600.0,0.0,0.0,0.0,1
OP_0006,1873085.0,CTG_multi,7573424963.48,0.0,26898170590.4,22906206173.796,1
OP_0007,35392.0,RRI_roulette,224554501.0,302217.0,5654045212.0,5256421844.0,1
OP_0001,69.0,RRI_sports,294626.0,0.0,902252.0,334888.0,1
OP_0009,33.0,RRI_sports,71000.0,0.0,0.0,0.0,1
OP_0002,6575.0,CTG_multi,14463634.0,0.0,15257335.0,11302685.36,0
OP_0013,11.0,RRI_sports,106323.0,8878.96,212646.0,36750.0,0
OP_0003,1627.0,RRI_sports,822469.0,15480.0,2106118.0,83833.2,0
OP_0016,16992.0,RRI_sports,14541141.0,1247000.0,30665657.0,17413889.0,0
OP_0015,1332.0,RRI_other,839045.0,0.0,10290292.0,7936538.0,0
OP_0004,541.0,CTG_multi,7053248.3,0.0,112540016.6,125686811.3,0
OP_0004,29.0,CTG_virtualSports,29000.0,0.0,112540016.6,125686811.3,0
OP_0005,2957.0,RRI_slot,2245598.48,0.0,5859755.399999999,3777094.94,0
OP_0017,306940.0,RRI_other,831114455.0,0.0,0.0,0.0,0
OP_0012,509.0,RRI_sports,25800.0,0.0,0.0,0.0,0
OP_0006,844253.0,CTG_multi,3260435440.32,0.0,7557719462.069999,5951879334.47,0
OP_0007,30320.0,RRI_roulette,166608764.0,177786.0,5045938294.0,4786651416.0,0
OP_0001,47.0,RRI_sports,370161.0,0.0,943118.0,318094.0,0
OP_0011,11249.0,RRI_other,183920901.51,29000.0,841764215.7599999,853506700.2,0
OP_0009,34.0,RRI_sports,142000.0,0.0,0.0,0.0,0
OP_0002,6839.0,CTG_multi,18180387.0,0.0,20733178.0,8479253.16,0
OP_0013,1.0,CTG_multi,1500.0,0.0,129614.06,69769.54,0
OP_0003,1746.0,RRI_sports,1291772.0,34200.0,2719018.0,1394723.6,0
OP_0016,27019.0,RRI_sports,25815017.0,2197500.0,43171893.0,22826036.0,0
OP_0015,3083.0,RRI_other,920050.0,0.0,7935908.0,6269572.0,0
OP_0004,726.0,CTG_multi,23377345.35,0.0,139002386.7,126585237.14,0
OP_0004,22.0,CTG_virtualSports,23000.0,0.0,139002386.7,126585237.14,0
OP_0005,3368.0,RRI_slot,5825370.42,0.0,12390575.67,11028008.66,0
OP_0017,317948.0,RRI_other,823374685.0,0.0,0.0,0.0,0
OP_0012,532.0,RRI_sports,34400.0,0.0,0.0,0.0,0
OP_0006,863290.0,CTG_multi,3137021116.37,0.0,8686685791.710001,6022486906.3550005,0
OP_0007,31375.0,RRI_roulette,147004450.0,163494.0,6152580140.0,5916241890.0,0
OP_0001,34.0,RRI_sports,221650.0,0.0,722084.0,443762.0,0
OP_0011,17620.0,RRI_other,247074755.13,201000.0,1212049580.82,1148414675.8000004,0
OP_0009,24.0,RRI_sports,44500.0,0.0,0.0,0.0,0
OP_0013,11.0,RRI_sports,68188.63,95811.89,136377.26,404279.92,0
OP_0003,1414.0,RRI_sports,1349075.0,6380.0,2892884.0,3378444.04,0
OP_0015,2706.0,RRI_other,933259.0,0.0,7106456.0,5051596.0,0
OP_0004,687.0,CTG_multi,9360053.58,0.0,135150501.16,136091590.76000002,0
OP_0004,47.0,CTG_virtualSports,47000.0,0.0,135150501.16,136091590.76000002,0
OP_0005,2274.0,RRI_slot,5731581.0,0.0,13214366.58,11027808.18,0
OP_0017,403840.0,RRI_other,852809995.0,0.0,0.0,0.0,0
OP_0006,948318.0,CTG_multi,3657347208.16,0.0,9417914306.56,7164082669.631,0
OP_0001,33.0,RRI_sports,105532.0,0.0,383018.0,235206.0,0
OP_0009,31.0,RRI_sports,100000.0,0.0,0.0,0.0,0
OP_0002,8122.0,CTG_multi,21674792.0,0.0,51624946.0,22961878.56,0
OP_0013,21.0,CTG_generalBetting,22200.0,0.0,386000.0,495462.04,0
OP_0003,2068.0,RRI_sports,1272669.0,41000.0,3147438.0,2417441.38,0
OP_0016,25814.0,RRI_sports,23606692.0,1877500.0,76088494.0,59525244.0,0
OP_0015,3293.0,RRI_other,769764.0,0.0,7865184.0,6190152.0,0
OP_0004,897.0,CTG_multi,12789463.96,0.0,50687484.96,48344277.19,0
OP_0004,52.0,CTG_virtualSports,54500.0,0.0,50687484.96,48344277.19,0
OP_0005,5189.0,RRI_slot,16389196.2,0.0,69566034.62,65296697.7,0
OP_0017,366452.0,RRI_other,952744350.0,0.0,0.0,0.0,0
OP_0006,1096880.0,CTG_multi,4148427798.53,0.0,19241944243.82,16534522912.412,0
OP_0007,34816.0,RRI_roulette,163173672.0,169081.0,6714332518.0,6472689320.0,0
OP_0001,65.0,RRI_sports,394889.0,0.0,850978.0,85386.0,0
OP_0011,15854.0,RRI_other,224857172.71,1288000.0,881427830.1600002,783119421.8399999,0
OP_0009,20.0,RRI_sports,25000.0,0.0,0.0,0.0,0
OP_0002,8638.0,CTG_multi,20028264.0,0.0,44395260.0,31227519.58,0
OP_0013,16.0,RRI_sports,161644.32,127951.8,646577.28,75700.0,0
OP_0003,2176.0,RRI_sports,1797751.0,15232.0,2251081.0,978293.68,0
OP_0016,22517.0,RRI_sports,19681206.0,1556500.0,73419110.0,59174502.0,0
OP_0015,2947.0,RRI_other,1063787.0,0.0,9493024.0,8088248.0,0
OP_0004,811.0,CTG_multi,12397295.43,0.0,99265650.86,96359777.96,0
OP_0004,17.0,CTG_virtualSports,51000.0,0.0,99265650.86,96359777.96,0
OP_0005,3346.0,RRI_slot,4417134.76,0.0,87687983.18,85392853.16000001,0
OP_0017,389176.0,RRI_other,932622520.0,0.0,0.0,0.0,0
OP_0006,1067439.0,CTG_multi,3871509646.19,0.0,18876489283.44,14006241543.912,0
OP_0007,35822.0,RRI_roulette,179957379.0,149894.0,6460515794.0,6314017662.0,0
OP_0001,56.0,RRI_sports,221720.0,0.0,481440.0,40680.0,0
OP_0011,17770.0,RRI_other,222149268.79,1428000.0,832827786.4599999,782734965.7399999,0
OP_0009,32.0,RRI_sports,96500.0,0.0,0.0,0.0,0
OP_0002,13392.0,CTG_multi,36820520.0,0.0,80479974.0,62834713.08,1
OP_0013,21.0,CTG_generalBetting,33800.0,0.0,222396.0,743162.64,1
OP_0003,4714.0,RRI_sports,2943094.0,5900.0,3004264.0,4435236.9,1
OP_0016,40511.0,RRI_sports,38739959.0,2228500.0,105330724.0,83872316.0,1
OP_0015,4625.0,RRI_other,1363029.0,0.0,12428420.0,9634604.0,1
OP_0004,1040.0,CTG_multi,14299526.0,0.0,95399440.0,88274870.88,1
OP_0004,6.0,CTG_virtualSports,6000.0,0.0,95399440.0,88274870.88,1
OP_0005,4237.0,RRI_slot,5221107.32,0.0,38583734.42000001,32297717.82,1
OP_0017,452183.0,RRI_other,932468060.0,0.0,0.0,0.0,1
OP_0006,1986160.0,CTG_multi,7585168462.51,0.0,28081628399.840004,27630700588.803997,1
OP_0007,33998.0,RRI_roulette,169052374.0,208635.0,6840479260.0,6425079582.0,1
OP_0001,72.0,RRI_sports,536033.0,0.0,1545530.0,1043108.0,1
OP_0011,33051.0,RRI_other,325800374.99,1262000.0,1175719613.5,1014262629.82,1
OP_0009,34.0,RRI_sports,56000.0,0.0,0.0,0.0,1
OP_0002,12116.0,CTG_multi,30492196.0,0.0,31630661.0,29733476.67,1
OP_0013,41.0,RRI_sports,57580.0,0.0,115160.0,35594.74,1
OP_0003,4124.0,RRI_sports,2307923.0,85100.0,4738240.0,5400928.1,1
OP_0016,37244.0,RRI_sports,35219292.0,2009000.0,49594506.0,35006210.0,1
OP_0015,3977.0,RRI_other,953959.0,0.0,9756066.0,7689690.0,1
OP_0004,1045.0,CTG_multi,14956649.56,0.0,72601137.12,68688816.42,1
OP_0004,79.0,CTG_virtualSports,82000.0,0.0,72601137.12,68688816.42,1
OP_0005,4706.0,RRI_slot,7784676.0,0.0,15276339.1,12576274.22,1
OP_0017,370210.0,RRI_other,862401910.0,0.0,0.0,0.0,1
OP_0006,1909240.0,CTG_multi,7679909187.92,0.0,13803503651.26,14560891148.033,1
OP_0007,33434.0,RRI_roulette,143978245.0,163265.0,6893137148.0,6629877986.0,1
OP_0001,87.0,RRI_sports,650578.0,0.0,1733780.0,1325754.0,1
OP_0011,33895.0,RRI_other,318106365.31,861000.0,1158571458.64,1158578563.3399997,1
OP_0009,31.0,RRI_sports,93500.0,0.0,0.0,0.0,1
OP_0002,6685.0,CTG_multi,15348783.0,0.0,16362121.0,20194375.17,0
OP_0013,13.0,RRI_sports,19862.22,8871.21,39724.44,41586.24,0
OP_0003,1439.0,RRI_sports,732186.0,150200.0,1584658.0,1078627.92,0
OP_0016,21277.0,RRI_sports,18409517.0,1406000.0,33698483.0,29513861.0,0
OP_0015,2821.0,RRI_other,517434.0,0.0,7131828.0,5540392.0,0
OP_0004,720.0,CTG_multi,8589835.28,0.0,56229525.45999999,52059698.95999999,0
OP_0004,38.0,CTG_virtualSports,40500.0,0.0,56229525.45999999,52059698.95999999,0
OP_0005,3010.0,RRI_slot,4349328.65,0.0,9626405.08,7725238.37,0
OP_0017,270045.0,RRI_other,816638720.0,0.0,0.0,0.0,0
OP_0012,572.0,RRI_sports,37900.0,0.0,0.0,0.0,0
OP_0006,854055.0,CTG_multi,3518485190.27,0.0,7835420322.180001,7446774204.417001,0
OP_0007,31677.0,RRI_roulette,166955934.0,220620.0,6020604708.0,5785744314.0,0
OP_0001,44.0,RRI_sports,357334.0,0.0,554001.0,269114.0,0
OP_0011,16251.0,RRI_other,193071172.7,60000.0,842504980.2199999,841407294.5400001,0
OP_0009,18.0,RRI_sports,35000.0,0.0,0.0,0.0,0
OP_0002,7888.0,CTG_multi,19329301.0,0.0,42518670.0,31353399.54,0
OP_0013,17.0,RRI_sports,32300.0,2278.62,129200.0,30600.0,0
OP_0003,1095.0,RRI_sports,2102324.0,2100.0,4378256.0,4102154.92,0
OP_0016,24419.0,RRI_sports,23501824.0,1517000.0,80002154.0,58198338.0,0
OP_0015,2996.0,RRI_other,648617.0,0.0,2995689.0,2179163.0,0
OP_0004,605.0,CTG_multi,7860283.01,0.0,78261095.28,75822800.25999999,0
OP_0004,13.0,CTG_virtualSports,13500.0,0.0,78261095.28,75822800.25999999,0
OP_0005,2602.0,RRI_slot,3439649.99,0.0,21510164.9,16835222.68,0
OP_0017,304472.0,RRI_other,684726840.0,0.0,0.0,0.0,0
OP_0012,442.0,RRI_sports,30900.0,0.0,0.0,0.0,0
OP_0006,913187.0,CTG_multi,3476520256.29,0.0,20015606323.02,18231717278.446,0
OP_0007,33648.0,RRI_roulette,156572212.0,299836.0,3109020943.0,2940490551.0,0
OP_0019,2.0,RRI_sports,500.0,0.0,1000.0,596.04,0
OP_0001,34.0,RRI_sports,397702.0,0.0,399202.0,327388.0,0
OP_0011,19392.0,RRI_other,227360979.7,98000.0,456120224.7399999,439266548.72,0
OP_0009,25.0,RRI_sports,75000.0,0.0,0.0,0.0,0
OP_0002,8102.0,CTG_multi,19209983.0,0.0,43477808.0,27109431.96,0
OP_0013,18.0,RRI_sports,52859.01,0.0,211436.04,182405.4,0
OP_0003,1080.0,RRI_sports,2163071.0,2300.0,4763392.0,6423781.88,0
OP_0016,27157.0,RRI_sports,25730552.0,2090500.0,87465014.0,64506128.0,0
OP_0015,2988.0,RRI_other,883168.0,0.0,5501976.0,4093372.0,0
OP_0004,625.0,CTG_multi,7858109.29,0.0,64284358.58,54439244.26,0
OP_0004,2.0,CTG_virtualSports,2000.0,0.0,64284358.58,54439244.26,0
OP_0005,3650.0,RRI_slot,4201616.97,0.0,24167420.959999997,19439803.08,0
OP_0017,377055.0,RRI_other,1243217435.0,0.0,0.0,0.0,0
OP_0012,454.0,RRI_sports,29300.0,0.0,0.0,0.0,0
OP_0006,1022497.0,CTG_multi,3898740335.93,0.0,10460181813.1,8224008547.228,0
OP_0007,31680.0,RRI_roulette,131046163.0,163225.0,2848627462.0,2697628531.0,0
OP_0020,5406.0,RRI_other,10003802.0,0.0,1372904994.0,1306287735.0,0
OP_0019,1.0,RRI_sports,300.0,0.0,600.0,0.0,0
OP_0001,68.0,RRI_sports,886383.0,0.0,1024233.0,69342.0,0
OP_0011,19581.0,RRI_other,256122877.72,0.0,430044374.00999993,422891885.31,0
OP_0009,21.0,RRI_sports,47000.0,0.0,0.0,0.0,0
OP_0002,7601.0,CTG_multi,18272031.0,0.0,41192582.0,21926533.64,0
OP_0013,6.0,RRI_sports,16358.03,0.0,69432.12,126246.4,0
OP_0003,1737.0,RRI_sports,2404150.0,1670.0,2600946.0,2558398.51,0
OP_0016,28256.0,RRI_sports,26276158.0,1842500.0,84214658.0,168160918.0,0
OP_0015,2816.0,RRI_other,674414.0,0.0,8817674.0,6780790.0,0
OP_0004,573.0,CTG_multi,9538931.54,0.0,30644697.54,30082476.58,0
OP_0004,27.0,CTG_virtualSports,27000.0,0.0,30644697.54,30082476.58,0
OP_0005,4208.0,RRI_slot,4200734.83,0.0,21236275.6,16399508.96,0
OP_0017,354913.0,RRI_other,914893169.0,0.0,0.0,0.0,0
OP_0012,514.0,RRI_sports,56600.0,0.0,0.0,0.0,0
OP_0006,926848.0,CTG_multi,4223865858.75,0.0,19889001297.94,19572846231.826,0
OP_0007,32039.0,RRI_roulette,157707174.0,190501.0,5972685414.0,5594710066.0,0
OP_0020,5794.0,RRI_other,9529381.0,0.0,2700734502.0,2627889590.0,0
OP_0020,5794.0,RRI_other,9529381.0,0.0,112917412.0,77583676.0,0
OP_0001,45.0,RRI_sports,386033.0,0.0,859666.0,102984.0,0
OP_0011,16876.0,RRI_other,216025813.44,0.0,883684920.3599998,894268147.38,0
OP_0009,24.0,RRI_sports,34000.0,0.0,0.0,0.0,0
OP_0002,9596.0,CTG_multi,24167415.0,0.0,53834306.0,112962888.14,0
OP_0013,10.0,RRI_sports,9132.8,0.0,38131.2,11008.0,0
OP_0003,2543.0,RRI_sports,1967386.0,9100.0,4081014.0,548700.8,0
OP_0016,23362.0,RRI_sports,21220043.0,1225500.0,87547392.0,61890302.0,0
OP_0015,3131.0,RRI_other,520721.0,0.0,8321662.0,7024270.0,0
OP_0004,804.0,CTG_multi,11275217.47,0.0,44261062.47,35268469.71,0
OP_0004,44.0,CTG_virtualSports,44500.0,0.0,44261062.47,35268469.71,0
OP_0005,3570.0,RRI_slot,3672978.46,0.0,27012018.820000004,23891230.44,0
OP_0017,493760.0,RRI_other,1504625851.0,0.0,0.0,0.0,0
OP_0012,589.0,RRI_sports,39900.0,0.0,0.0,0.0,0
OP_0006,1318436.0,CTG_multi,5047310991.37,0.0,22121581911.38,20885152998.136,0
OP_0007,33286.0,RRI_roulette,202935369.0,533316.0,5082529860.0,4798519128.0,0
OP_0020,5513.0,RRI_other,8633067.0,0.0,114451412.0,78620238.0,0
OP_0001,57.0,RRI_sports,226496.0,0.0,945192.0,514076.0,0
OP_0011,22241.0,RRI_other,318724250.2,6000.0,1201148960.06,1196301108.0399995,0
OP_0009,24.0,RRI_sports,46000.0,0.0,0.0,0.0,0
OP_0002,13139.0,CTG_multi,34789396.0,0.0,76595412.0,40664587.44,1
OP_0013,14.0,RRI_sports,347593.45,57808.49,1390373.8,1748227.72,1
OP_0003,5779.0,RRI_sports,3286534.0,303657.0,7682186.0,7923504.1,1
OP_0016,43130.0,RRI_sports,41931520.0,2090500.0,117269592.0,79746582.0,1
OP_0015,4867.0,RRI_other,636366.0,0.0,6360764.0,5366488.0,1
OP_0004,1189.0,CTG_multi,17722067.21,0.0,48074512.21,37285311.87,1
OP_0004,82.0,CTG_virtualSports,92500.0,0.0,48074512.21,37285311.87,1
OP_0005,2901.0,RRI_slot,2678373.54,0.0,24322303.62,19550910.5,1
OP_0017,525527.0,RRI_other,1433370240.0,0.0,0.0,0.0,1
OP_0006,2025330.0,CTG_multi,7925608424.7,0.0,28660025609.519997,21438687448.522,1
OP_0007,33785.0,RRI_roulette,193976771.0,202600.0,5750050882.0,5288876210.0,1
OP_0020,5351.0,RRI_other,9159343.0,0.0,103359246.0,70158126.0,1
OP_0001,84.0,RRI_sports,249982.0,0.0,541564.0,11320.0,1
OP_0011,37032.0,RRI_other,430862973.06,10000.0,1320384040.2400002,1289325300.36,1
OP_0009,26.0,RRI_sports,44500.0,0.0,0.0,0.0,1
OP_0002,12410.0,CTG_multi,33100255.0,0.0,71929280.0,53590306.2,1
OP_0013,1.0,CTG_eSports,400.0,0.0,255600.0,16315.08,1
OP_0003,3721.0,RRI_sports,2781712.0,93600.0,5613424.0,2826831.3,1
OP_0016,40987.0,RRI_sports,42414647.0,2172000.0,120699306.0,64124244.0,1
OP_0015,4434.0,RRI_other,872740.0,0.0,8476228.0,7063194.0,1
OP_0004,1215.0,CTG_multi,15030777.96,0.0,53080430.96,46683947.73,1
OP_0004,9.0,CTG_virtualSports,13000.0,0.0,53080430.96,46683947.73,1
OP_0005,2568.0,RRI_slot,1728811.48,0.0,18390882.780000005,14244032.64,1
OP_0017,421387.0,RRI_other,1484930232.0,0.0,0.0,0.0,1
OP_0012,1035.0,RRI_sports,63200.0,0.0,0.0,0.0,1
OP_0006,1967552.0,CTG_multi,7842746115.38,0.0,27662893359.58,23313428886.876,1
OP_0007,36043.0,RRI_roulette,160272782.0,214802.0,5752537208.0,5408045474.0,1
OP_0020,9582.0,RRI_other,15480737.0,0.0,122699576.0,86902382.0,1
OP_0019,11.0,RRI_sports,1100.0,0.0,2200.0,2296.1,1
OP_0001,68.0,RRI_sports,712831.0,0.0,1726890.0,93712.0,1
OP_0011,34853.0,RRI_other,337625584.29,0.0,1029831981.24,860662652.0400002,1
OP_0009,25.0,RRI_sports,105500.0,0.0,0.0,0.0,1
OP_0002,5902.0,CTG_multi,13873553.0,0.0,31051478.0,23600201.38,0
OP_0003,1592.0,RRI_sports,2084565.0,1408.0,2259154.0,921457.46,0
OP_0016,17665.0,RRI_sports,15236456.0,1229000.0,64986644.0,49796858.0,0
OP_0015,2718.0,RRI_other,690706.0,0.0,6804378.0,5422018.0,0
OP_0004,472.0,CTG_multi,7073269.82,0.0,76043893.64,91438569.46,0
OP_0004,20.0,CTG_virtualSports,20000.0,0.0,76043893.64,91438569.46,0
OP_0005,2178.0,RRI_slot,3221432.48,0.0,24043326.980000004,19737210.28,0
OP_0017,301805.0,RRI_other,807762760.0,0.0,0.0,0.0,0
OP_0012,319.0,RRI_sports,18600.0,0.0,0.0,0.0,0
OP_0006,803274.0,CTG_multi,2830503406.5,0.0,14357851588.06,11840852197.677998,0
OP_0007,29050.0,RRI_roulette,127840395.0,172390.0,5569290314.0,5398160112.0,0
OP_0020,9260.0,RRI_other,14945714.0,0.0,111308750.0,80447056.0,0
OP_0001,46.0,RRI_sports,238195.0,0.0,579420.0,348628.0,0
OP_0011,13306.0,RRI_other,162955591.47,0.0,755026926.42,757128533.4600002,0
OP_0009,31.0,RRI_sports,45500.0,0.0,0.0,0.0,0
OP_0002,6185.0,CTG_multi,15162618.0,0.0,35811288.0,18533456.84,0
OP_0013,4.0,RRI_sports,22500.0,0.0,90000.0,128449.24,0
OP_0003,1388.0,RRI_sports,968337.0,44408.0,1341975.0,610373.35,0
OP_0016,18770.0,RRI_sports,16757923.0,1199500.0,71283820.0,47990108.0,0
OP_0015,2943.0,RRI_other,976003.0,0.0,9002176.0,6704690.0,0
OP_0004,499.0,CTG_multi,8115835.0,0.0,78532078.0,67381584.34,0
OP_0004,17.0,CTG_virtualSports,28000.0,0.0,78532078.0,67381584.34,0
OP_0005,2129.0,RRI_slot,1686290.2,0.0,21546002.62,17362696.02,0
OP_0017,434993.0,RRI_other,984474790.0,0.0,0.0,0.0,0
OP_0012,318.0,RRI_sports,15400.0,0.0,0.0,0.0,0
OP_0006,840812.0,CTG_multi,2876231507.73,0.0,15046613229.2,11596713818.816,0
OP_0007,32099.0,RRI_roulette,201457590.0,205183.0,5290288216.0,4866952996.0,0
OP_0020,4019.0,RRI_other,5801254.0,0.0,111980776.0,83339152.0,0
OP_0001,44.0,RRI_sports,580875.0,0.0,1805904.0,955230.0,0
OP_0011,14360.0,RRI_other,148842704.17,0.0,701122788.5999998,657094021.7599998,0
OP_0002,7402.0,CTG_multi,18941901.0,0.0,21185187.0,13757960.54,0
OP_0013,8.0,RRI_sports,181700.0,25160.69,363400.0,117097.86,0
OP_0003,2178.0,RRI_sports,1716976.0,700.0,3660612.0,3632637.48,0
OP_0016,20574.0,RRI_sports,19057230.0,1274500.0,33200826.0,24704579.0,0
OP_0015,3136.0,RRI_other,663193.0,0.0,5410576.0,4111954.0,0
OP_0004,717.0,CTG_multi,9146191.13,0.0,81958256.84,88581733.14,0
OP_0004,63.0,CTG_virtualSports,64000.0,0.0,81958256.84,88581733.14,0
OP_0005,1359.0,RRI_slot,628593.28,0.0,7703256.399999999,5213984.8,0
OP_0017,401896.0,RRI_other,1307654350.0,0.0,0.0,0.0,0
OP_0012,560.0,RRI_sports,37300.0,0.0,0.0,0.0,0
OP_0006,962348.0,CTG_multi,3578228468.51,0.0,8955087752.76,6505407813.182,0
OP_0007,28297.0,RRI_roulette,132490617.0,192649.0,5316737884.0,4917971380.0,0
OP_0020,4106.0,RRI_other,6632180.0,0.0,95026442.0,68332146.0,0
OP_0019,7.0,RRI_sports,700.0,0.0,700.0,720.0,0
OP_0001,48.0,RRI_sports,471933.0,0.0,1714492.0,1432288.0,0
OP_0011,17838.0,RRI_other,178437792.44,3200.0,957946222.9,1013568099.6800002,0
OP_0009,12.0,RRI_sports,16000.0,0.0,0.0,0.0,0
OP_0002,7061.0,CTG_multi,18308277.0,0.0,20880411.0,16748978.64,0
OP_0013,11.0,RRI_sports,62426.0,38628.63,124852.0,79786.88,0
OP_0003,1532.0,RRI_sports,1196530.0,151000.0,2928632.0,2280587.64,0
OP_0016,21727.0,RRI_sports,20269797.0,1349500.0,39953424.0,30602472.0,0
OP_0015,2923.0,RRI_other,900270.0,0.0,5959888.0,4772798.0,0
OP_0004,595.0,CTG_multi,8363320.05,0.0,57314243.2,38827616.7,0
OP_0004,26.0,CTG_virtualSports,26000.0,0.0,57314243.2,38827616.7,0
OP_0005,2053.0,RRI_slot,2819162.98,0.0,8622103.81,6466965.2700000005,0
OP_0017,301290.0,RRI_other,610638959.0,0.0,0.0,0.0,0
OP_0012,610.0,RRI_sports,24700.0,0.0,0.0,0.0,0
OP_0006,994933.0,CTG_multi,4187211119.4,0.0,10287858381.86,8060608495.378,0
OP_0007,30250.0,RRI_roulette,143091491.0,155220.0,6747205198.0,6479754306.0,0
OP_0020,5278.0,RRI_other,8971093.0,0.0,93030484.0,65883782.0,0
OP_0019,2.0,RRI_sports,200.0,0.0,200.0,0.0,0
OP_0001,40.0,RRI_sports,496960.0,0.0,1478216.0,1025342.0,0
OP_0011,21143.0,RRI_other,178482362.33,3200.0,1071891750.4200002,1125425800.7000003,0
