date,operator,operator_tier,is_anomaly_combined,anomaly_type,is_anomaly_stake,is_anomaly_payout,total_stake,stake_predicted,stake_deviation,stake_deviation_pct,anomaly_score_stake,total_payout,payout_predicted,payout_deviation,payout_deviation_pct,anomaly_score_payout,pct_RRI_casinoGame_stake,pct_RRI_fantasy_stake,pct_RRI_fixedOdds_stake,pct_RRI_landFixedOdds_stake,pct_RRI_casinoGame_payout,pct_RRI_fantasy_payout,pct_RRI_fixedOdds_payout,pct_RRI_landFixedOdds_payout
2025-01-02,BET,Small,0,Normal,0,0,348365.0,157713.6796780054,190651.3203219946,120.88445384778038,-0.37811707727193683,247148.81,296423.33006940683,-49274.52006940683,-16.623023585177766,-0.3789381956593163,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-02,ELD,Medium+,0,Normal,0,0,7286558.0,25340037.45466107,-18053479.45466107,-71.24488070296951,-0.36099216851726595,4313778.07,3819041.1000021007,494736.9699978996,12.954481427225998,-0.310248457146356,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-02,ENT,Large,0,Normal,0,0,1422517.84,2842175.0757695436,-1419657.2357695436,-49.949675791353535,-0.38549684883795665,1299738.74,5313748.340089352,-4014009.6000893516,-75.54007723335003,-0.4110172251292208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-02,INT,Top Tier,1,Stake Only,1,0,1737816046.73,1074947659.0002623,662868387.7297378,61.66517803724768,-0.7670357753301549,1070591073.24,1231535422.260839,-160944349.02083898,-13.068592759222398,-0.4347130363905669,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-02,MAS,Top Tier,0,Normal,0,0,97020201.0,1074947659.0002623,-977927458.0002623,-90.97442557433614,-0.5975783642111139,89659948.0,214722714.03233078,-125062766.03233078,-58.243845601495195,-0.5088307749385362,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-02,SAH,Medium,0,Normal,0,0,6029850.0,6289346.060147292,-259496.06014729198,-4.1259625033451375,-0.5133645622741148,3456968.0,3385673.2530759135,71294.74692408647,2.1057775394986677,-0.37440397561126154,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-02,TIT,Micro,0,Normal,0,0,157500.0,120342.86358822635,37157.13641177365,30.87606136655775,-0.4576113991401004,41302.0,148223.68815294802,-106921.68815294802,-72.1353580425137,-0.35894290873139334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-03,ABA,Medium+,0,Normal,0,0,21913863.0,32247260.565844476,-10333397.565844476,-32.04426479807517,-0.41709860331509113,13020408.93,17584686.85602781,-4564277.926027812,-25.955980697280566,-0.30939847781706503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-03,BET,Small,0,Normal,0,0,370298.0,880879.0534580566,-510581.05345805665,-57.96267392823958,-0.31596741164731384,303353.0,360266.4630016346,-56913.463001634576,-15.797602287886662,-0.3762278381464892,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-03,ELD,Medium+,0,Normal,0,0,8120344.05,32247260.565844476,-24126916.515844475,-74.81849959496753,-0.3694563737068198,5171254.53,4421787.02792087,749467.5020791302,16.94942559075557,-0.3103959612573142,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-03,ENT,Large,0,Normal,0,0,849558.0,1935916.983466275,-1086358.983466275,-56.11599013513175,-0.3714054735116167,887341.0,4914360.009972364,-4027019.0099723637,-81.94391541931438,-0.45028451627199195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-03,INT,Top Tier,1,Stake Only,1,0,1757198764.99,1306325582.4999666,450873182.4900334,34.514610180654934,-0.7202590335817024,1444399514.247,1774741542.150472,-330342027.90347195,-18.613528790405912,-0.46315324733448554,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-03,MAS,Top Tier,0,Normal,0,0,88865003.0,1306325582.4999666,-1217460579.4999666,-93.19733118676773,-0.4850308453655932,74565372.0,200585860.68607974,-126020488.68607974,-62.82620731842308,-0.555640719651438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-03,SAH,Medium,0,Normal,0,0,4471972.0,6218982.483363041,-1747010.4833630407,-28.09158070531032,-0.5086105388617675,1536633.0,2468642.475510379,-932009.4755103788,-37.75392689529458,-0.3717413218265768,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-03,TIT,Micro,1,Both,1,1,363000.0,147955.62717531886,215044.37282468114,145.34382836947864,-0.621721837957281,497094.0,141855.99905426177,355238.0009457382,250.42155658842108,-0.5171796775397647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-04,ABA,Medium+,0,Normal,0,0,38378124.0,50848826.305072665,-12470702.305072665,-24.525054384251526,-0.4707294952751908,39781558.23,31451173.88504252,8330384.344957478,26.486719940584553,-0.3116952042184307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-04,BET,Small,0,Normal,0,0,839238.0,1866246.68114441,-1027008.68114441,-55.0307036856796,-0.31572623371771524,149064.0,692261.1007502597,-543197.1007502597,-78.46708419143482,-0.39097815312550127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-04,ELD,Medium+,0,Normal,0,0,18913821.27,50848826.305072665,-31935005.035072666,-62.80381939098334,-0.3761332582457109,11202635.76,14875475.454145543,-3672839.6941455435,-24.690570096177904,-0.30939847781706503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-04,INT,Top Tier,0,Normal,0,0,6198299921.7,7179678370.309177,-981378448.6091776,-13.668835816762591,-0.48309402466863083,5157829124.474,4324853978.171236,832975146.3027639,19.260191222802565,-0.4185138032087314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-04,MAS,Top Tier,0,Normal,0,0,90759192.0,7179678370.309177,-7088919178.309177,-98.735887774927,-0.5372556484115852,85988255.0,218093586.3288306,-132105331.3288306,-60.57277224541981,-0.5102040656507191,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-04,SAH,Medium,0,Normal,0,0,6900489.0,5704712.489422659,1195776.5105773406,20.961205543565583,-0.531199024252942,4740035.0,3893438.509215113,846596.4907848872,21.74418547464243,-0.3801387729742873,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-04,TIT,Micro,1,Stake Only,1,0,581500.0,258197.60478713166,323302.39521286834,125.21510239392487,-0.5972818749590929,102934.0,287372.3451286146,-184438.34512861457,-64.18096530689775,-0.36041540261724847,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-05,ABA,Medium+,0,Normal,0,0,33481472.0,40079103.495111525,-6597631.495111525,-16.46152463444259,-0.5235472790798408,32786413.53,31828258.985591985,958154.5444080159,3.0103894304798553,-0.3094776457142643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-05,BET,Small,0,Normal,0,0,729845.0,1614853.590347071,-885008.590347071,-54.804261862331515,-0.3163065681016962,85245.0,618318.1699173866,-533073.1699173866,-86.21340854152974,-0.3973854101078616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-05,ELD,Medium+,0,Normal,0,0,15376535.81,40079103.495111525,-24702567.685111523,-61.634531541167114,-0.37594078742218245,12520337.12,11859760.915393764,660576.204606235,5.569894783872233,-0.3094776457142643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-05,ENT,Large,0,Normal,0,0,524440.0,763946.8830886185,-239506.88308861852,-31.351248154884548,-0.40638173260780863,513664.5,5179538.678048205,-4665874.178048205,-90.08281370352536,-0.5113207414547208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-05,INT,Top Tier,0,Normal,0,0,6289532687.43,7488949122.602108,-1199416435.1721077,-16.01581764726102,-0.5228896662823673,2795685960.32,2034417825.0713105,761268135.2486897,37.419458572724885,-0.482710671837612,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-05,MAS,Top Tier,0,Normal,0,0,114764479.0,7488949122.602108,-7374184643.602108,-98.4675489561862,-0.4960515627122616,105866371.0,229284562.30213496,-123418191.30213496,-53.8275189846856,-0.5064669289817829,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-05,SAH,Medium,0,Normal,0,0,3384673.0,6444402.610813728,-3059729.6108137276,-47.478871131972596,-0.491480617215196,27400.0,1826732.0031518475,-1799332.0031518475,-98.50005365030427,-0.3689927155512935,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-05,TIT,Micro,0,Normal,0,0,399200.0,304284.4343281861,94915.5656718139,31.193040117669206,-0.4559650498887771,187744.0,386646.42531598965,-198902.42531598965,-51.44297536268056,-0.36586529213947655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-06,ABA,Medium+,0,Normal,0,0,20286231.0,27797380.308633983,-7511149.308633983,-27.021068982896164,-0.4465352889727886,15914867.25,19479384.647840083,-3564517.3978400826,-18.298921974598024,-0.30939847781706503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-06,BET,Small,1,Stake Only,1,0,396018.0,27181.405671652174,368836.5943283478,1356.9445185574496,-0.6026591902504236,586251.0,477348.6184594851,108902.38154051488,22.81401418777919,-0.39575587954824337,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-06,ELD,Medium+,0,Normal,0,0,8897462.27,27797380.308633983,-18899918.038633984,-67.99172378399841,-0.36746688182603104,8845266.37,5505907.4786415845,3339358.8913584147,60.650472321091385,-0.3145287360129053,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-06,ENT,Large,0,Normal,0,0,1282529.0,2370753.083625987,-1088224.0836259872,-45.902042314823646,-0.39492473424996094,1264198.14,5540671.908439605,-4276473.768439605,-77.18330626878735,-0.42085452161570225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-06,INT,Top Tier,0,Normal,0,0,2582418806.22,2712128191.4915895,-129709385.27158976,-4.782568378534256,-0.42354329232439547,1974072041.823,1430490962.8755896,543581078.9474103,37.99961642922213,-0.4835330080903736,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-06,MAS,Top Tier,0,Normal,0,0,165585296.0,2712128191.4915895,-2546542895.4915895,-93.89463608248793,-0.4661530594448831,132008573.0,247721281.682802,-115712708.68280199,-46.71084692310282,-0.4401893775771146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-06,SAH,Medium,0,Normal,0,0,5318908.0,4980031.358574229,338876.6414257707,6.804708987270118,-0.5256048286833775,2940947.0,2963414.5917555266,-22467.591755526606,-0.7581656585627057,-0.3734926113010609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-06,TIT,Micro,0,Normal,0,0,173000.0,239696.05939845706,-66696.05939845706,-27.82526319616516,-0.4039755522521874,92623.0,253643.7025004409,-161020.7025004409,-63.4830279297634,-0.36031411905542426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-07,ABA,Medium+,0,Normal,0,0,27517021.0,34419128.1946193,-6902107.194619298,-20.05311452280856,-0.5079168191138357,28624708.65,22763290.18363818,5861418.466361817,25.749434370321794,-0.3116952042184307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-07,BET,Small,0,Normal,0,0,255550.0,277532.89181502955,-21982.89181502955,-7.920823968382362,-0.31816228098308874,159333.0,327249.10980812425,-167916.10980812425,-51.31140307962285,-0.37967200242410204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-07,ELD,Medium+,0,Normal,0,0,8990662.55,34419128.1946193,-25428465.644619297,-73.87887775900872,-0.36702614823183544,6094238.26,5329861.6242013965,764376.6357986033,14.341397388776189,-0.3103959612573142,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-07,ENT,Large,0,Normal,0,0,393766.76,1486488.7805522233,-1092722.0205522233,-73.51027702652976,-0.34787275517757443,346092.56,4772955.273393432,-4426862.713393432,-92.74888323531391,-0.5221817065269027,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-07,INT,Top Tier,0,Normal,0,0,2263380550.02,2002197460.2647147,261183089.75528526,13.044821749037366,-0.5759440904872195,2210711465.109,1933998357.413008,276713107.69599223,14.307825373033642,-0.41099674229470706,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-07,MAS,Top Tier,0,Normal,0,0,118251984.0,2002197460.2647147,-1883945476.2647147,-94.09389002099896,-0.4605603210726549,114953494.0,258898855.13861918,-143945361.13861918,-55.59907210155418,-0.49839705535180423,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-07,SAH,Medium,0,Normal,0,0,7132969.0,5126741.118856343,2006227.8811436566,39.132615332665736,-0.5699736089018783,3359501.0,4015949.1473255353,-656448.1473255353,-16.346027383407083,-0.3739420033949625,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-07,TIT,Micro,0,Normal,0,0,261500.0,210250.23582342544,51249.764176574565,24.375603659068272,-0.4608600170659931,0.0,136532.3311824845,-136532.3311824845,-100.0,-0.4383039168555643,0.0,0.0,0.0,1.0,,,,
2025-01-08,ABA,Medium+,0,Normal,0,0,24980908.0,34111094.67659086,-9130186.67659086,-26.766032468774913,-0.4485789207537738,25145451.97,21509624.828932952,3635827.1410670467,16.90325689073124,-0.3103959612573142,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-08,BET,Small,0,Normal,0,0,283949.0,517709.4014781887,-233760.4014781887,-45.15282141115166,-0.31615605186491436,226385.85,307716.38036173326,-81330.53036173325,-26.430354557702085,-0.3743698271695604,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-08,ELD,Medium+,0,Normal,0,0,10900905.82,34111094.67659086,-23210188.85659086,-68.04293171077597,-0.3684001230321239,7599015.58,7451824.210345317,147191.3696546834,1.9752394246007392,-0.3094776457142643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-08,ENT,Large,0,Normal,0,0,939914.96,1409612.8286155164,-469697.86861551646,-33.32105519193104,-0.405180574110382,954177.96,5471289.403854927,-4517111.443854927,-82.56027255060367,-0.4491684441488517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-08,INT,Top Tier,0,Normal,0,0,3135867520.27,3130270534.8261375,5596985.443862438,0.17880197195713973,-0.43749582763142697,2418288311.637,1926730936.99633,491557374.64067006,25.512507491418685,-0.45055034256672877,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-08,MAS,Top Tier,0,Normal,0,0,138739547.0,3130270534.8261375,-2991530987.8261375,-95.56780970026585,-0.46828076371821287,124326793.0,250013025.247111,-125686232.247111,-50.271873684534505,-0.4720978917462275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-08,SAH,Medium,0,Normal,0,0,6126497.0,5969393.6694944175,157103.3305055825,2.6318138692784268,-0.5154981023654442,3551998.0,3433085.137679579,118912.8623204208,3.4637318199686113,-0.37440397561126154,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-08,TIT,Micro,0,Normal,0,0,235500.0,236328.53656422766,-828.5365642276593,-0.350586762086806,-0.4324532985656024,38093.0,184511.46310107797,-146418.46310107797,-79.35467024120224,-0.3597590782534999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-09,ABA,Medium+,0,Normal,0,0,20140010.0,31074351.97529936,-10934341.975299358,-35.18767498028902,-0.40546008967981073,12012972.77,17241571.55801598,-5228598.78801598,-30.32553482971273,-0.3103300429010891,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-09,BET,Small,0,Normal,0,0,199532.0,98501.22854862828,101030.77145137172,102.56803183068388,-0.3704736814692188,15422.64,257977.21206332895,-242554.57206332893,-94.02170452318323,-0.3958105353404284,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-09,ELD,Medium+,0,Normal,0,0,13011076.93,31074351.97529936,-18063275.04529936,-58.1292091293091,-0.37758513883597533,11590490.89,9505758.457084764,2084732.4329152368,21.931258219184592,-0.31151734789040925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-09,ENT,Large,0,Normal,0,0,3479853.16,6701544.239306189,-3221691.079306189,-48.07386125141406,-0.38807114751910377,3126244.99,7498963.139136626,-4372718.149136626,-58.31097003685323,-0.37076058220580294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-09,INT,Top Tier,0,Normal,0,0,3073194881.14,2813303934.8303766,259890946.30962324,9.237926378732803,-0.5352992109686315,1614486199.889,1717818521.6514528,-103332321.76245284,-6.015322367295973,-0.41642187670259234,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-09,SAH,Medium,0,Normal,0,0,6216312.0,5634771.279039263,581540.7209607372,10.320573669494014,-0.5092496675079891,2530197.0,3484198.6488406966,-954001.6488406966,-27.38080531539507,-0.3723657097799623,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-09,TIT,Micro,0,Normal,0,0,202000.0,233002.92678260044,-31002.926782600436,-13.305810021660033,-0.4165508781326867,9308.0,163959.29421820326,-154651.29421820326,-94.32298117384394,-0.36246219735086804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-01-10,ABA,Medium+,0,Normal,0,0,21204410.0,36603746.08988333,-15399336.089883327,-42.07038277467303,-0.39317284754191606,10242755.05,17179554.65184708,-6936799.601847079,-40.3782271567864,-0.31363652411371207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-10,BET,Small,0,Normal,0,0,244506.0,1380485.6832602252,-1135979.6832602252,-82.28840740871993,-0.3152295614001566,150525.66,319424.8532006497,-168899.19320064972,-52.87603375512992,-0.3808398520533969,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-10,ELD,Medium+,0,Normal,0,0,14883782.63,36603746.08988333,-21719963.459883325,-59.33808907576912,-0.37797202576571726,7455047.91,11037110.235155204,-3582062.325155204,-32.45471186602526,-0.3108171358426317,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-10,ENT,Large,1,Stake Only,1,0,1396389.1,159926.59116783738,1236462.5088321627,773.1437904122764,-0.7040598785796874,1478487.5,6062519.4372334685,-4584031.9372334685,-75.61265550886739,-0.4110172251292208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-10,INT,Top Tier,0,Normal,0,0,3272539629.58,3720649787.5693293,-448110157.98932934,-12.043868237383236,-0.4548393250041586,1977702505.862,1734686300.8195245,243016205.04247546,14.009230656151859,-0.4095410296307674,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-10,MAS,Top Tier,0,Normal,0,0,133764357.0,3720649787.5693293,-3586885430.5693293,-96.40481193777211,-0.4557383049339063,126548949.0,258645439.58254373,-132096490.58254373,-51.072422075467,-0.47596908253069325,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-10,SAH,Medium,0,Normal,0,0,4419942.0,5493597.036664974,-1073655.036664974,-19.543753018273126,-0.5014039835926644,1942497.0,2433757.2940973467,-491260.2940973467,-20.185262322122785,-0.3749062117057855,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-10,TIT,Micro,0,Normal,0,0,218500.0,231812.0749594646,-13312.074959464604,-5.742614987503302,-0.41956294559311613,0.0,147568.5402785705,-147568.5402785705,-100.0,-0.4383039168555643,0.0,0.0,0.0,1.0,,,,
2025-01-11,ABA,Medium+,0,Normal,0,0,42856025.0,52825531.1033538,-9969506.103353798,-18.872514663124424,-0.50990260561876,27365772.81,36600155.65269002,-9234382.842690025,-25.230446914810646,-0.30939847781706503,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,ABE,Large,1,Stake Only,1,0,49522338.29,13955304.349819586,35567033.94018041,254.86390729013536,-0.7764342755948077,32935283.0,30149434.753547635,2785848.246452365,9.24013424870116,-0.4803005297785058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,BET,Small,0,Normal,0,0,1025533.0,1739021.0574375936,-713488.0574375936,-41.02814364357965,-0.3158121101992063,263705.1,874314.4202707991,-610609.3202707991,-69.83864226803863,-0.38130817876220924,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,ELD,Medium+,0,Normal,0,0,16047196.0,52825531.1033538,-36778335.1033538,-69.62227228988297,-0.35987991637290523,8730576.91,12095972.158427486,-3365395.248427486,-27.822445392144466,-0.3103300429010891,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,ENT,Large,0,Normal,0,0,1356931.47,13955304.349819586,-12598372.879819585,-90.27658991888956,-0.3538475032243086,1170277.0,5628112.177481411,-4457835.177481411,-79.20658005569993,-0.43265997988956295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-11,INT,Top Tier,0,Normal,0,0,5912553895.59,6214241721.587829,-301687825.9978285,-4.854780993629306,-0.4253506290707348,4986793553.298,4546930490.631698,439863062.6663027,9.673846203995813,-0.41020948956745706,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,MAS,Top Tier,0,Normal,0,0,110800264.0,6214241721.587829,-6103441457.587829,-98.2169946235743,-0.48482755297170305,102819159.0,246407936.67529923,-143588777.67529923,-58.27278926673187,-0.5105033059180131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-01-11,SAH,Medium,0,Normal,0,0,7718226.0,5625721.669160611,2092504.330839389,37.195304956343534,-0.5644527302095929,2737177.0,4351176.853002105,-1613999.853002105,-37.093409611437,-0.3717413218265768,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-01-11,TIT,Micro,1,Stake Only,1,0,391600.0,259440.7915371806,132159.2084628194,50.940026693481464,-0.4834302413634286,0.0,179985.02982170653,-179985.02982170653,-100.0,-0.4383039168555643,0.0,0.0,0.0,1.0,,,,
