date,GGR,num_operators,operators_list,num_reports,total_bets,total_stake,total_payout,modal_game_type,is_missing,GGR_interpolated,was_interpolated,expected_GGR
2025-05-02,1390688469.5420003,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1550775,5269432694.29,3878707804.748,RRI_other,0,1390688469.5420003,0,808553916.650263
2025-05-03,-801591811.9790001,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,2574053,9116213374.82,9917724581.049,RRI_other,0,-801591811.9790001,0,786983580.8007814
2025-05-04,-1732905989.4510005,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,2410238,9100112426.79,10832766435.241,RRI_other,0,-1732905989.4510005,0,402967232.33001554
2025-05-05,-440162986.09200007,18,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RUB,SAH,SPO,TIT",23,1208709,4745434388.33,5185539358.422,RRI_other,0,-440162986.09200007,0,502714834.02314407
2025-05-06,-33161580.126000237,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,RED,RUB,SAH,SPO,TIT",25,1310865,4604531403.61,4637631068.736,RRI_other,0,-33161580.126000237,0,724654152.2108529
2025-05-07,763280153.6239998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,1500405,5602450980.92,4839124367.296,RRI_other,0,763280153.6239998,0,1349203649.104256
2025-05-08,-714949456.614,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",25,1388087,5595471858.59,6310351246.6640005,RRI_other,0,-714949456.614,0,498168651.70234144
2025-05-09,723163000.0499995,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,1916979,7147193234.299999,6423976515.0,RRI_other,0,723163000.0499995,0,990865610.6172347
2025-05-10,2488659325.4160004,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",24,2698252,10097421149.45,7608460076.034,RRI_other,0,2488659325.4160004,0,1795269105.5349908
2025-05-11,1592908997.8049998,19,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",23,2535901,9940360827.11,8346775529.305,RRI_sports,0,1592908997.8049998,0,1728671512.8379846
2025-05-12,710924945.0430001,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",23,1187699,3987912942.27,3276936697.227,RRI_other,0,710924945.0430001,0,514869898.565917
2025-05-13,1094900481.391,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,1358600,4262570718.1,3166777977.519,RRI_other,0,1094900481.391,0,737182668.404283
2025-05-14,1225967362.5460002,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,1450565,5255865335.05,4029602415.504,RRI_other,0,1225967362.5460002,0,903906097.0750669
2025-05-15,686215723.8529999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",24,1389520,5182638216.39,4496375012.537001,RRI_sports,0,686215723.8529999,0,752248956.7952944
2025-05-16,735264899.7669998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",26,1701197,6681576529.74,5946293394.973,RRI_other,0,735264899.7669998,0,673838043.9083761
2025-05-17,1562698291.0239997,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,2352758,9052689693.21,7489945066.186,RRI_other,0,1562698291.0239997,0,1200036213.766618
2025-05-18,1808287983.2679996,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",25,2422802,8775693948.99,6967393965.722,RRI_other,0,1808287983.2679996,0,1042974580.2930094
2025-05-19,367311166.1000001,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",24,1071084,3542893337.25,3175539671.15,RRI_other,0,367311166.1000001,0,460176507.88496524
2025-05-20,-685432928.4609996,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",26,1215724,4301153291.52,4986568439.981,RRI_other,0,-685432928.4609996,0,492150204.9131109
2025-05-21,1226934356.338,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,QUI,RED,RUB,SAH,SPO,TIT",23,1310903,4452290465.83,3225178120.4919996,RRI_sports,0,1226934356.338,0,813549195.1666949
2025-05-22,1063057281.034,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",26,1158627,4311752706.83,3248668365.796,RRI_other,0,1063057281.034,0,820986711.0149121
2025-05-23,563601233.3129997,15,"ABA,ADV,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,TIT",19,1324848,5275421562.24,4711772328.127,RRI_other,0,563601233.3129997,0,776962409.5372803
2025-05-24,1543072715.791999,16,"ABA,ADV,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,TIT",21,2165154,7987516391.65,6444439208.858,RRI_sports,0,1543072715.791999,0,1021125837.1359499
2025-05-25,379458438.0630001,16,"ABA,ADV,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,TIT",21,2833770,10337281600.77,9957775611.227,RRI_other,0,379458438.0630001,0,1153718347.2781205
2025-05-26,917007195.7209998,16,"ABA,ADV,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,TIT",20,1083759,3961819666.41,3044781770.689,RRI_other,0,917007195.7209998,0,426431917.64635646
2025-05-27,727946605.9539999,17,"ABA,ADV,BET,BLU,DAY,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",21,953170,3216934137.16,2488979671.666,RRI_sports,0,727946605.9539999,0,643935068.5862343
2025-05-28,401751044.553,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",24,1160314,3994419127.24,3592647201.687,RRI_other,0,401751044.553,0,715164012.0651361
2025-05-29,691068084.7170002,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",24,1300034,4697818545.89,4006711496.1729994,RRI_other,0,691068084.7170002,0,751408268.0557028
2025-05-30,748446514.2870003,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,TIT",24,1289654,4905844650.04,4157387551.753,RRI_other,0,748446514.2870003,0,734660302.1389519
2025-05-31,883507807.2479998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,TIT",24,1725268,6615768027.009999,5731879279.302,RRI_other,0,883507807.2479998,0,860085124.1666586
2025-06-01,215380766.7010001,17,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,TIT",21,1507364,5445492433.7,5230034349.799,RRI_other,0,215380766.7010001,0,797713107.4676796
2025-06-02,656852184.1840001,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,1043135,3878431855.14,3201473470.956,RRI_other,0,656852184.1840001,0,634684701.6282687
2025-06-03,649138909.4760001,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",34,1118303,4001423323.750001,3352160136.8440003,RRI_other,0,649138909.4760001,0,771004293.7872714
2025-06-04,721848554.8199999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,944524,3397756834.67,2675847930.9500003,RRI_other,0,721848554.8199999,0,721172280.0873368
2025-06-05,829386781.3200002,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1225058,4389461448.59,3560038766.27,RRI_other,0,829386781.3200002,0,755954496.1843959
2025-06-06,1478315852.62,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1431217,5227651298.700001,3749285993.08,RRI_other,0,1478315852.62,0,766073705.1366086
2025-06-07,1056545301.37,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1464930,5281990370.24,4225382668.87,RRI_other,0,1056545301.37,0,837447186.93935
2025-06-08,793796227.0899998,19,"ABA,ABE,ADV,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1328719,4899815354.679999,4105967677.59,RRI_other,0,793796227.0899998,0,759955874.26177
2025-06-09,176744386.90000007,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1063276,3613968936.35,3437065910.15,RRI_other,0,176744386.90000007,0,522919040.10858613
2025-06-10,34427132.93000004,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1094188,3770150744.26,3735665061.32,RRI_other,0,34427132.93000004,0,653532517.4948356
2025-06-11,677417323.7800001,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1031268,3719297820.61,3041848922.83,RRI_other,0,677417323.7800001,0,680147767.8101565
2025-06-12,-190993294.88,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",24,908739,3121713668.27,3312697163.1499996,RRI_other,0,-190993294.88,0,705649389.5209233
2025-06-13,-187723486.78999972,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1274326,4605553999.9,4793213756.69,RRI_sports,0,-187723486.78999972,0,682229772.3451773
2025-06-14,986029901.54,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1416891,5139668102.889999,4153616751.3499994,RRI_other,0,986029901.54,0,745125727.828706
2025-06-15,1148818000.9100003,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1347118,5034767596.47,3885750016.56,RRI_other,0,1148818000.9100003,0,815417608.6474065
2025-06-16,-98546310.79999974,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,948665,3126791273.72,3225050662.69,RRI_other,0,-98546310.79999974,0,591688674.3299588
2025-06-17,984287341.3400002,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1184377,4619502166.0,3635152898.12,RRI_other,0,984287341.3400002,0,659950478.6773658
2025-06-18,880832737.8399999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1125768,4352943546.02,3472034608.18,RRI_other,0,880832737.8399999,0,790677432.6647142
2025-06-19,825929113.4899999,18,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",24,1017427,3837718895.479999,3011771181.99,RRI_sports,0,825929113.4899999,0,713396327.8203617
2025-06-20,1314811684.6599998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1262723,4450702982.08,3135856697.42,RRI_other,0,1314811684.6599998,0,790899339.1641138
2025-06-21,905702784.43,19,"ABA,ABE,ADV,BET,BLU,DAY,ELD,ENT,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",25,1496147,5713480771.2699995,4807713677.0,RRI_sports,0,905702784.43,0,755463545.0402337
2025-06-22,277337752.5400001,19,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",25,1260434,4706904217.25,4429486893.71,RRI_other,0,277337752.5400001,0,754160330.9068561
2025-06-23,692857005.6599997,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",26,1053892,4376017309.65,3683034978.32,RRI_sports,0,692857005.6599997,0,595555266.4698583
2025-06-24,628678686.3199999,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,KEF,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,936266,3329818328.05,2700989583.73,RRI_other,0,628678686.3199999,0,763190686.0903144
2025-06-25,1080327826.89,18,"ABA,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",23,1120837,4833727030.81,3753340549.92,RRI_sports,0,1080327826.89,0,710743616.5270804
2025-06-26,-71157756.18000016,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",27,1110782,4216593827.39,4287670735.57,RRI_sports,0,-71157756.18000016,0,635058768.2524045
2025-06-27,-59166622.319999784,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1261843,5240354617.71,5299421299.12,RRI_sports,0,-59166622.319999784,0,693303787.4455667
2025-06-28,1277580900.9099998,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,1541848,5697840898.41,4420168854.7,RRI_other,0,1277580900.9099998,0,899828081.67255
2025-06-29,1331933828.36,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,1242047,4928747029.36,3596720802.0,RRI_other,0,1331933828.36,0,830377557.6838225
2025-06-30,612240796.7,20,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,QUI,RUB,SAH,SPO,SYN,TIT",27,868929,3604413815.63,2992143590.9300003,RRI_other,0,612240796.7,0,565997492.3158402
2025-07-01,1421206412.9099998,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",28,997137,4218600725.79,2797320527.68,RRI_other,0,1421206412.9099998,0,615899073.0999501
2025-07-02,311029479.55999994,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",29,1094517,4329110567.41,4016644575.85,RRI_sports,0,311029479.55999994,0,707817511.7633456
2025-07-03,656753595.9699999,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",29,914686,3059352402.74,2402349881.75,RRI_other,0,656753595.9699999,0,595201332.1903416
2025-07-04,225136721.80000037,20,"ABA,ABE,ADV,BET,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",26,1195111,4411720214.330001,4186433481.53,RRI_other,0,225136721.80000037,0,674542288.7143128
2025-07-05,-668582696.4200003,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",28,1693191,6986280023.95,7654652840.370001,RRI_sports,0,-668582696.4200003,0,623594195.1524482
2025-07-06,851447647.0400001,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",28,1328647,5203885481.88,4352338986.84,RRI_other,0,851447647.0400001,0,739521031.7067075
2025-07-07,529219432.1400001,21,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",52,894715,3150136936.73,2620443124.3399997,RRI_other,0,529219432.1400001,0,569318433.4927199
2025-07-08,483217206.7100001,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT",29,1135556,4019086353.72,3535540861.01,RRI_other,0,483217206.7100001,0,732878919.7005253
2025-07-09,179080362.37,24,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RED,RUB,SAH,SPO,SYN,TIT,WOR",31,1110885,4272818327.12,4093694972.25,RRI_sports,0,179080362.37,0,643009229.4350201
2025-07-10,154042453.78000003,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",30,1120032,5007773792.900001,4853265083.070001,RRI_sports,0,154042453.78000003,0,652383948.470834
2025-07-11,600911798.2299998,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1207057,4650147565.24,4049171217.01,RRI_sports,0,600911798.2299998,0,736899634.6072762
2025-07-12,1457379558.6999998,22,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1596050,5958369761.389999,4500854421.69,RRI_sports,0,1457379558.6999998,0,1083289919.7968054
2025-07-13,652815461.3999997,23,"ABA,ABE,ADV,BET,BLU,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",30,1376562,5231033726.5,4578144260.09,RRI_sports,0,652815461.3999997,0,763470127.0971663
2025-07-14,661967105.79,23,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT",29,901855,3671477109.76,3009406972.05,RRI_other,0,661967105.79,0,555781844.5156577
2025-07-15,753774819.6899999,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1083046,3796900873.15,3043030217.39,RRI_sports,0,753774819.6899999,0,707817511.7633456
2025-07-16,989852438.75,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1025057,3867695000.22,2877612281.4700003,RRI_sports,0,989852438.75,0,722808190.6739103
2025-07-17,1212797456.18,23,"ABA,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1101039,3911823233.03,2698822900.01,RRI_sports,0,1212797456.18,0,710743616.5270804
2025-07-18,574264378.8699998,22,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,TIT",28,1212825,4329330862.17,3755012083.3,RRI_sports,0,574264378.8699998,0,671363035.1646127
2025-07-19,1275009827.7700002,23,"ABA,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",29,1747296,6026623726.17,4751478947.74,RRI_sports,0,1275009827.7700002,0,754298111.4033486
2025-07-20,73817016.04000008,24,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,RUB,SAH,SPO,SYN,TIT,WOR",31,1259179,4415955847.06,4341758402.02,RRI_sports,0,73817016.04000008,0,762364217.5147051
2025-07-21,393839020.02,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,KEF,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,910637,3370266755.79,2976293896.77,RRI_other,0,393839020.02,0,566023288.4981185
2025-07-22,323978499.40999985,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",32,1116511,4074446501.749999,3750288743.51,RRI_other,0,323978499.40999985,0,631044439.6199758
2025-07-23,742230037.29,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",56,1094005,4073626158.71,3331252513.39,RRI_other,0,742230037.29,0,679826320.6501964
2025-07-24,1062402701.02,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",36,1163070,3959551234.67,2897006510.65,RRI_sports,0,1062402701.02,0,777020466.1158578
2025-07-25,580440645.2399998,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1148803,4413602548.63,3833045599.39,RRI_other,0,580440645.2399998,0,632348970.9905839
2025-07-26,1055644328.2300004,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1472041,5592767357.72,4536641490.429999,RRI_other,0,1055644328.2300004,0,822669894.9666017
2025-07-27,-4866903.730000193,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1310434,5033621475.95,5038276436.86,RRI_sports,0,-4866903.730000193,0,768832003.1722137
2025-07-28,-102805711.99000008,25,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,900209,3458327922.33,3561067534.32,RRI_other,0,-102805711.99000008,0,547911113.3666629
2025-07-29,641689095.3600001,24,"ABA,ABE,ADV,ARC,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT",32,1094766,3659120499.54,3017346564.18,RRI_other,0,641689095.3600001,0,703639703.1859165
2025-07-30,1250252234.4399996,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",31,1173490,4414212786.78,3163916445.34,RRI_sports,0,1250252234.4399996,0,724274382.4257134
2025-07-31,1041126620.0799996,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,1180013,4311680655.549999,3270416786.69,RRI_sports,0,1041126620.0799996,0,724573396.5526239
2025-08-01,427636632.3900004,25,"ABA,ABE,ADV,BET,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",32,1196546,4360719202.820001,3932965233.73,RRI_sports,0,427636632.3900004,0,682084916.2276865
2025-08-02,1052946659.7500004,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",33,1644960,6116238208.08,5063154477.33,RRI_other,0,1052946659.7500004,0,682496850.1246173
2025-08-03,1379565058.5000002,26,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,SYN,TIT,WOR",35,1531139,5862246985.58,4482618032.08,RRI_other,0,1379565058.5000002,0,946527626.6931814
2025-08-04,123165670.04999992,25,"ABA,ABE,ADV,BET,BLU,BWI,DAY,EDG,ELD,ENT,FOX,GAM,GAR,GEE,HOM,INT,MAS,PAR,QUI,REY,RUB,SAH,SPO,TIT,WOR",31,1019750,3900427937.49,3777004452.440001,RRI_other,0,123165670.04999992,0,554000441.5390459
