game_type,total_records,anomalies_detected,anomaly_rate,affected_operators,avg_anomaly_score,avg_deviation_pct,avg_payout_zscore,high_deviation_anomalies,high_zscore_anomalies,risk_level
CTG_generalBetting,23,8,0.34782608695652173,1,-0.5191600158870331,0.37119119537717477,0.6353100789919551,3,1,HIGH
CTG_multi,1222,133,0.1088379705400982,7,-0.5815186849108526,0.4633873315588797,2.4736158761619658,21,77,MEDIUM
RRI_slot,407,44,0.10810810810810811,2,-0.6437869124315614,0.42753288055945815,24.550533018049784,13,39,HIGH
RRI_other,945,96,0.10158730158730159,5,-0.5906582807355917,0.13433969603315649,3.1012462845378805,11,62,HIGH
RRI_roulette,335,34,0.10149253731343283,1,-0.5624956589364908,0.7756079954516211,1.0306190364135028,4,11,MEDIUM
RRI_sports,2101,205,0.09757258448357925,12,-0.5919794703963333,0.5177578113239474,5.016002357899326,53,112,HIGH
CTG_virtualSports,332,29,0.08734939759036145,2,-0.5820746444934276,0.4583932013753545,-0.875465110009873,13,0,MEDIUM
CTG_eSports,96,4,0.041666666666666664,1,-0.539597911943076,0.24999612421921932,-0.2230194765114072,1,0,LOW
