operator,no_of_bets,game_type,stake_real_money,stake_free_money,payout_base_win,refund_total,adjustment_total,revenue_amt,movement_wager_amt,movement_win_amt,movement_refund_amt,movement_adjustment_amt,is_weekend
OP_0013,11.0,RRI_sports,30800.0,0.0,23100.0,0.0,0.0,7700.0,123200.0,92400.0,0.0,0.0,0
OP_0003,3250.0,RRI_sports,1003177.0,60500.0,611226.22,0.0,0.0,452450.78,2341478.0,1222452.44,0.0,0.0,0
OP_0016,20182.0,RRI_sports,19059449.0,1290000.0,10200104.0,62500.0,0.0,10086845.0,68116858.0,42348202.0,122000.0,0.0,0
OP_0015,3400.0,RRI_other,405309.0,0.0,324021.0,0.0,0.0,81288.0,8896228.0,6939700.0,0.0,0.0,0
OP_0004,18.0,CTG_multi,138450.0,0.0,4636941.46,0.0,0.0,0.0,348300.0,4853291.46,0.0,0.0,0
OP_0004,48.0,CTG_virtualSports,67500.0,0.0,0.0,2000.0,0.0,65500.0,348300.0,4853291.46,0.0,0.0,0
OP_0005,3159.0,RRI_slot,2724229.35,0.0,2621122.79,53500.0,0.0,49606.56,18891996.340000004,12787614.88,207768.2,0.0,0
OP_0017,375995.0,RRI_other,1015184445.0,0.0,1003304348.0,0.0,0.0,11880097.0,0.0,0.0,0.0,0.0,0
OP_0012,626.0,RRI_sports,28600.0,0.0,2500.0,0.0,0.0,26100.0,0.0,0.0,0.0,0.0,0
OP_0006,1117978.0,CTG_multi,4218762918.26,0.0,3736289805.293,1069001.0,0.0,481404111.967,18528062003.76,15883546310.054,14912449.1,0.0,0
OP_0007,36384.0,RRI_roulette,189895506.0,225815.0,170958605.0,0.0,0.0,18936901.0,5801359674.0,5522125520.0,0.0,0.0,0
OP_0001,82.0,RRI_sports,492881.0,0.0,269528.0,0.0,0.0,223353.0,985762.0,539056.0,0.0,0.0,0
OP_0009,37.0,RRI_sports,87000.0,0.0,126800.0,0.0,0.0,-39800.0,0.0,0.0,0.0,0.0,0
OP_0002,12931.0,CTG_multi,36272840.0,0.0,26416518.55,500.0,0.0,9855821.45,80637066.0,52833037.1,1000.0,0.0,1
OP_0010,7754.0,CTG_multi,40073882.98,2909975.0,31752687.0,962755.0,0.0,7334103.16,151775877.88,102477096.76,2032654.0,0.0,1
OP_0013,14.0,RRI_sports,25919.05,82115.3,119808.86,0.0,0.0,-11774.51,103676.2,479235.44,0.0,0.0,1
OP_0003,4241.0,RRI_sports,2358913.0,3000.0,2349057.43,0.0,0.0,12855.57,2459124.0,2349057.43,0.0,0.0,1
OP_0016,38718.0,RRI_sports,36448392.0,2325500.0,34683377.0,0.0,0.0,4090515.0,104262252.0,95814054.0,0.0,0.0,1
OP_0015,4528.0,RRI_other,1428846.0,0.0,1610963.0,0.0,0.0,-182117.0,11806080.0,10352110.0,0.0,0.0,1
OP_0004,767.0,CTG_multi,12027496.04,0.0,9054528.15,0.0,0.0,0.0,60653250.48,52909678.379999995,0.0,0.0,1
OP_0004,35.0,CTG_virtualSports,38000.0,0.0,18500.0,0.0,0.0,19500.0,60653250.48,52909678.379999995,0.0,0.0,1
OP_0005,3974.0,RRI_slot,6151765.85,0.0,5611576.72,60900.0,0.0,479289.13,30787996.140000004,25452767.26,222368.2,0.0,1
OP_0017,447301.0,RRI_other,1186241275.0,0.0,1142862673.0,0.0,0.0,43378602.0,0.0,0.0,0.0,0.0,1
OP_0012,925.0,RRI_sports,59100.0,0.0,1483.2,0.0,0.0,57616.8,0.0,0.0,0.0,0.0,1
OP_0006,1795540.0,CTG_multi,6631154365.37,0.0,6427169711.214,502150.0,0.0,203482504.156,26063818854.58,22366811894.559994,4326883.26,0.0,1
OP_0007,36612.0,RRI_roulette,268249718.0,329268.0,226812927.0,0.0,0.0,41436791.0,6545234026.0,6055579680.0,0.0,0.0,1
OP_0001,114.0,RRI_sports,793846.0,0.0,39250.0,0.0,0.0,754596.0,1587692.0,78500.0,0.0,0.0,1
OP_0009,27.0,RRI_sports,83000.0,0.0,10628.0,0.0,0.0,72372.0,0.0,0.0,0.0,0.0,1
OP_0002,11767.0,CTG_multi,32554396.0,0.0,24268685.78,1500.0,0.0,8284210.22,69438584.0,48537371.56,3000.0,0.0,1
OP_0013,25.0,RRI_sports,125843.14,0.0,106910.05,0.0,0.0,18933.09,503372.56,427640.2,0.0,0.0,1
OP_0003,4440.0,RRI_sports,2949478.0,35900.0,1917882.63,0.0,0.0,1067495.37,2995709.0,1917882.63,0.0,0.0,1
OP_0016,34540.0,RRI_sports,32754959.0,2070500.0,16764786.0,0.0,0.0,18060673.0,94045662.0,55648068.0,32622.0,0.0,1
OP_0015,4533.0,RRI_other,1759070.0,0.0,1437646.0,0.0,0.0,321424.0,12413240.0,9569602.0,0.0,0.0,1
OP_0004,876.0,CTG_multi,13383576.01,0.0,5569003.92,0.0,0.0,0.0,140338790.01999998,117608377.5,0.0,0.0,1
OP_0004,57.0,CTG_virtualSports,70000.0,0.0,7800.0,0.0,0.0,62200.0,140338790.01999998,117608377.5,0.0,0.0,1
OP_0005,3616.0,RRI_slot,2971029.8,0.0,2838463.58,13691.0,0.0,118875.22,14186520.839999996,10068097.24,127550.2,0.0,1
OP_0017,358960.0,RRI_other,850627280.0,0.0,822500320.0,0.0,0.0,28126960.0,0.0,0.0,0.0,0.0,1
OP_0012,1079.0,RRI_sports,87600.0,0.0,18792.0,0.0,0.0,68808.0,0.0,0.0,0.0,0.0,1
OP_0006,1873085.0,CTG_multi,7573424963.48,0.0,6593468498.12,8500.0,0.0,979947965.36,26898170590.4,22906206173.796,8287502.14,0.0,1
OP_0007,35392.0,RRI_roulette,224554501.0,302217.0,206011298.0,0.0,0.0,18543203.0,5654045212.0,5256421844.0,0.0,0.0,1
OP_0001,69.0,RRI_sports,294626.0,0.0,21700.0,0.0,0.0,272926.0,902252.0,334888.0,0.0,0.0,1
OP_0009,33.0,RRI_sports,71000.0,0.0,16714.0,0.0,0.0,54286.0,0.0,0.0,0.0,0.0,1
OP_0002,6575.0,CTG_multi,14463634.0,0.0,11302685.36,0.0,0.0,3160948.64,15257335.0,11302685.36,0.0,0.0,0
OP_0013,11.0,RRI_sports,106323.0,8878.96,18375.0,0.0,0.0,96826.96,212646.0,36750.0,0.0,0.0,0
OP_0003,1627.0,RRI_sports,822469.0,15480.0,41916.6,0.0,0.0,796032.4,2106118.0,83833.2,0.0,0.0,0
OP_0016,16992.0,RRI_sports,14541141.0,1247000.0,4383163.0,0.0,0.0,11404978.0,30665657.0,17413889.0,14975.0,0.0,0
OP_0015,1332.0,RRI_other,839045.0,0.0,731911.0,0.0,0.0,107134.0,10290292.0,7936538.0,0.0,0.0,0
OP_0004,541.0,CTG_multi,7053248.3,0.0,7213262.68,0.0,0.0,0.0,112540016.6,125686811.3,0.0,0.0,0
OP_0004,29.0,CTG_virtualSports,29000.0,0.0,18000.0,0.0,0.0,11000.0,112540016.6,125686811.3,0.0,0.0,0
OP_0005,2957.0,RRI_slot,2245598.48,0.0,1994585.13,11140.0,0.0,239873.35,5859755.399999999,3777094.94,61724.1,0.0,0
OP_0017,306940.0,RRI_other,831114455.0,0.0,782246635.0,0.0,0.0,48867820.0,0.0,0.0,0.0,0.0,0
OP_0012,509.0,RRI_sports,25800.0,0.0,863.2,0.0,0.0,24936.8,0.0,0.0,0.0,0.0,0
OP_0006,844253.0,CTG_multi,3260435440.32,0.0,2426777752.34,3050350.0,0.0,830607337.98,7557719462.069999,5951879334.47,15801803.31,0.0,0
OP_0007,30320.0,RRI_roulette,166608764.0,177786.0,145557670.0,0.0,0.0,21051094.0,5045938294.0,4786651416.0,0.0,0.0,0
OP_0001,47.0,RRI_sports,370161.0,0.0,70239.0,0.0,0.0,299921.0,943118.0,318094.0,0.0,0.0,0
OP_0011,11249.0,RRI_other,183920901.51,29000.0,186013417.53,0.0,0.0,-2063516.02,841764215.7599999,853506700.2,2732988.6,0.0,0
OP_0009,34.0,RRI_sports,142000.0,0.0,93844.0,0.0,0.0,48156.0,0.0,0.0,0.0,0.0,0
OP_0002,6839.0,CTG_multi,18180387.0,0.0,8479253.16,0.0,0.0,9701133.84,20733178.0,8479253.16,0.0,0.0,0
OP_0013,1.0,CTG_multi,1500.0,0.0,0.0,0.0,0.0,1500.0,129614.06,69769.54,2000.0,0.0,0
OP_0003,1746.0,RRI_sports,1291772.0,34200.0,697361.8,0.0,0.0,628610.2,2719018.0,1394723.6,0.0,0.0,0
OP_0016,27019.0,RRI_sports,25815017.0,2197500.0,8749608.0,0.0,0.0,19262909.0,43171893.0,22826036.0,0.0,0.0,0
OP_0015,3083.0,RRI_other,920050.0,0.0,814880.0,0.0,0.0,105170.0,7935908.0,6269572.0,0.0,0.0,0
OP_0004,726.0,CTG_multi,23377345.35,0.0,19648071.57,0.0,0.0,0.0,139002386.7,126585237.14,0.0,0.0,0
OP_0004,22.0,CTG_virtualSports,23000.0,0.0,13100.0,0.0,0.0,9900.0,139002386.7,126585237.14,0.0,0.0,0
OP_0005,3368.0,RRI_slot,5825370.42,0.0,6062648.09,6027.71,0.0,-243305.38,12390575.67,11028008.66,56111.81,0.0,0
OP_0017,317948.0,RRI_other,823374685.0,0.0,822643690.0,0.0,0.0,730995.0,0.0,0.0,0.0,0.0,0
OP_0012,532.0,RRI_sports,34400.0,0.0,0.0,0.0,0.0,34400.0,0.0,0.0,0.0,0.0,0
OP_0006,863290.0,CTG_multi,3137021116.37,0.0,1935075951.966,10001.0,0.0,1201935163.404,8686685791.710001,6022486906.3550005,930213.48,0.0,0
OP_0007,31375.0,RRI_roulette,147004450.0,163494.0,133762983.0,0.0,0.0,13241467.0,6152580140.0,5916241890.0,0.0,0.0,0
OP_0001,34.0,RRI_sports,221650.0,0.0,96000.0,0.0,0.0,125650.0,722084.0,443762.0,0.0,0.0,0
OP_0011,17620.0,RRI_other,247074755.13,201000.0,219775539.16,0.0,0.0,27500215.97,1212049580.82,1148414675.8000004,2530104.46,0.0,0
OP_0009,24.0,RRI_sports,44500.0,0.0,0.0,0.0,0.0,44500.0,0.0,0.0,0.0,0.0,0
OP_0013,11.0,RRI_sports,68188.63,95811.89,202139.96,0.0,0.0,-38139.44,136377.26,404279.92,0.0,0.0,0
OP_0003,1414.0,RRI_sports,1349075.0,6380.0,1689222.02,200.0,0.0,-333967.02,2892884.0,3378444.04,400.0,0.0,0
OP_0015,2706.0,RRI_other,933259.0,0.0,550143.0,0.0,0.0,383116.0,7106456.0,5051596.0,0.0,0.0,0
OP_0004,687.0,CTG_multi,9360053.58,0.0,12936656.8,0.0,0.0,0.0,135150501.16,136091590.76000002,0.0,0.0,0
OP_0004,47.0,CTG_virtualSports,47000.0,0.0,0.0,1000.0,0.0,46000.0,135150501.16,136091590.76000002,0.0,0.0,0
OP_0005,2274.0,RRI_slot,5731581.0,0.0,5352632.33,23000.0,0.0,355948.67,13214366.58,11027808.18,73084.1,0.0,0
OP_0017,403840.0,RRI_other,852809995.0,0.0,797479506.0,0.0,0.0,55330489.0,0.0,0.0,0.0,0.0,0
OP_0006,948318.0,CTG_multi,3657347208.16,0.0,2420169222.505,3200.0,0.0,1237174785.655,9417914306.56,7164082669.631,4138165.02,0.0,0
OP_0001,33.0,RRI_sports,105532.0,0.0,42980.0,0.0,0.0,62552.0,383018.0,235206.0,0.0,0.0,0
OP_0009,31.0,RRI_sports,100000.0,0.0,23254.0,0.0,0.0,76746.0,0.0,0.0,0.0,0.0,0
OP_0002,8122.0,CTG_multi,21674792.0,0.0,11480939.28,0.0,0.0,10193852.72,51624946.0,22961878.56,0.0,0.0,0
OP_0013,21.0,CTG_generalBetting,22200.0,0.0,38156.0,0.0,0.0,-15956.0,386000.0,495462.04,0.0,0.0,0
OP_0003,2068.0,RRI_sports,1272669.0,41000.0,1208720.69,0.0,0.0,104948.31,3147438.0,2417441.38,0.0,0.0,0
OP_0016,25814.0,RRI_sports,23606692.0,1877500.0,18838033.0,0.0,0.0,6646159.0,76088494.0,59525244.0,0.0,0.0,0
OP_0015,3293.0,RRI_other,769764.0,0.0,688319.0,0.0,0.0,81445.0,7865184.0,6190152.0,0.0,0.0,0
OP_0004,897.0,CTG_multi,12789463.96,0.0,13732686.19,0.0,0.0,0.0,50687484.96,48344277.19,0.0,0.0,0
OP_0004,52.0,CTG_virtualSports,54500.0,0.0,0.0,0.0,0.0,54500.0,50687484.96,48344277.19,0.0,0.0,0
OP_0005,5189.0,RRI_slot,16389196.2,0.0,16069905.58,68150.0,0.0,251140.62,69566034.62,65296697.7,236468.2,0.0,0
OP_0017,366452.0,RRI_other,952744350.0,0.0,919047479.0,0.0,0.0,33696871.0,0.0,0.0,0.0,0.0,0
OP_0006,1096880.0,CTG_multi,4148427798.53,0.0,3538472803.195,0.0,0.0,609954995.335,19241944243.82,16534522912.412,1400874.52,0.0,0
OP_0007,34816.0,RRI_roulette,163173672.0,169081.0,139255035.0,0.0,0.0,23918637.0,6714332518.0,6472689320.0,0.0,0.0,0
OP_0001,65.0,RRI_sports,394889.0,0.0,23700.0,0.0,0.0,371189.0,850978.0,85386.0,0.0,0.0,0
OP_0011,15854.0,RRI_other,224857172.71,1288000.0,166956911.81,0.0,0.0,59188260.9,881427830.1600002,783119421.8399999,4167844.2,0.0,0
OP_0009,20.0,RRI_sports,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0
OP_0002,8638.0,CTG_multi,20028264.0,0.0,15613759.79,0.0,0.0,4414504.21,44395260.0,31227519.58,0.0,0.0,0
OP_0013,16.0,RRI_sports,161644.32,127951.8,18925.0,0.0,0.0,270671.12,646577.28,75700.0,0.0,0.0,0
OP_0003,2176.0,RRI_sports,1797751.0,15232.0,978293.68,0.0,0.0,834689.32,2251081.0,978293.68,0.0,0.0,0
OP_0016,22517.0,RRI_sports,19681206.0,1556500.0,15707759.0,0.0,0.0,5529947.0,73419110.0,59174502.0,0.0,0.0,0
OP_0015,2947.0,RRI_other,1063787.0,0.0,1081920.0,0.0,0.0,-18133.0,9493024.0,8088248.0,0.0,0.0,0
OP_0004,811.0,CTG_multi,12397295.43,0.0,15356378.99,0.0,0.0,0.0,99265650.86,96359777.96,0.0,0.0,0
OP_0004,17.0,CTG_virtualSports,51000.0,0.0,71000.0,10000.0,0.0,-30000.0,99265650.86,96359777.96,0.0,0.0,0
OP_0005,3346.0,RRI_slot,4417134.76,0.0,4047163.96,26420.0,0.0,343550.8,87687983.18,85392853.16000001,206808.2,0.0,0
OP_0017,389176.0,RRI_other,932622520.0,0.0,897872990.0,0.0,0.0,34749530.0,0.0,0.0,0.0,0.0,0
OP_0006,1067439.0,CTG_multi,3871509646.19,0.0,2550125061.838,0.0,0.0,1321384584.352,18876489283.44,14006241543.912,5080249.56,0.0,0
OP_0007,35822.0,RRI_roulette,179957379.0,149894.0,177027821.0,0.0,0.0,2929558.0,6460515794.0,6314017662.0,0.0,0.0,0
OP_0001,56.0,RRI_sports,221720.0,0.0,13100.0,0.0,0.0,208620.0,481440.0,40680.0,0.0,0.0,0
OP_0011,17770.0,RRI_other,222149268.79,1428000.0,200768174.49,0.0,0.0,22809094.3,832827786.4599999,782734965.7399999,2046366.06,0.0,0
OP_0009,32.0,RRI_sports,96500.0,0.0,25457.0,0.0,0.0,71043.0,0.0,0.0,0.0,0.0,0
OP_0002,13392.0,CTG_multi,36820520.0,0.0,31417356.54,10500.0,0.0,5392663.46,80479974.0,62834713.08,21000.0,0.0,1
OP_0013,21.0,CTG_generalBetting,33800.0,0.0,48202.0,0.0,0.0,-14402.0,222396.0,743162.64,0.0,0.0,1
OP_0003,4714.0,RRI_sports,2943094.0,5900.0,4435236.9,0.0,0.0,-1486242.9,3004264.0,4435236.9,0.0,0.0,1
OP_0016,40511.0,RRI_sports,38739959.0,2228500.0,30807941.0,0.0,0.0,10160518.0,105330724.0,83872316.0,3000.0,0.0,1
OP_0015,4625.0,RRI_other,1363029.0,0.0,1149428.0,0.0,0.0,213601.0,12428420.0,9634604.0,0.0,0.0,1
OP_0004,1040.0,CTG_multi,14299526.0,0.0,14057016.44,0.0,0.0,0.0,95399440.0,88274870.88,0.0,0.0,1
OP_0004,6.0,CTG_virtualSports,6000.0,0.0,0.0,0.0,0.0,6000.0,95399440.0,88274870.88,0.0,0.0,1
OP_0005,4237.0,RRI_slot,5221107.32,0.0,5240121.33,33200.0,0.0,-52214.01,38583734.42000001,32297717.82,167988.2,0.0,1
OP_0017,452183.0,RRI_other,932468060.0,0.0,912712743.0,0.0,0.0,19755317.0,0.0,0.0,0.0,0.0,1
OP_0006,1986160.0,CTG_multi,7585168462.51,0.0,8531079727.909,36905.75,0.0,-945948171.149,28081628399.840004,27630700588.803997,7067418.48,0.0,1
OP_0007,33998.0,RRI_roulette,169052374.0,208635.0,139319475.0,0.0,0.0,29732899.0,6840479260.0,6425079582.0,0.0,0.0,1
OP_0001,72.0,RRI_sports,536033.0,0.0,277900.0,0.0,0.0,258133.0,1545530.0,1043108.0,0.0,0.0,1
OP_0011,33051.0,RRI_other,325800374.99,1262000.0,247179432.93,0.0,0.0,79882942.06,1175719613.5,1014262629.82,2424869.92,0.0,1
OP_0009,34.0,RRI_sports,56000.0,0.0,0.0,0.0,0.0,56000.0,0.0,0.0,0.0,0.0,1
OP_0002,12116.0,CTG_multi,30492196.0,0.0,29733476.67,0.0,0.0,758719.33,31630661.0,29733476.67,0.0,0.0,1
OP_0013,41.0,RRI_sports,57580.0,0.0,17797.37,3600.0,0.0,36182.63,115160.0,35594.74,7200.0,0.0,1
OP_0003,4124.0,RRI_sports,2307923.0,85100.0,2700464.05,0.0,0.0,-307441.05,4738240.0,5400928.1,0.0,0.0,1
OP_0016,37244.0,RRI_sports,35219292.0,2009000.0,22853393.0,96300.0,0.0,14278599.0,49594506.0,35006210.0,96300.0,0.0,1
OP_0015,3977.0,RRI_other,953959.0,0.0,952243.0,0.0,0.0,1716.0,9756066.0,7689690.0,0.0,0.0,1
OP_0004,1045.0,CTG_multi,14956649.56,0.0,14497095.21,0.0,0.0,0.0,72601137.12,68688816.42,0.0,0.0,1
OP_0004,79.0,CTG_virtualSports,82000.0,0.0,33700.0,0.0,0.0,48300.0,72601137.12,68688816.42,0.0,0.0,1
OP_0005,4706.0,RRI_slot,7784676.0,0.0,7459032.31,39214.0,0.0,286429.69,15276339.1,12576274.22,94528.1,0.0,1
OP_0017,370210.0,RRI_other,862401910.0,0.0,813630420.0,0.0,0.0,48771490.0,0.0,0.0,0.0,0.0,1
OP_0006,1909240.0,CTG_multi,7679909187.92,0.0,9492828684.631,112867.0,0.0,-1813032363.711,13803503651.26,14560891148.033,30707606.63,0.0,1
OP_0007,33434.0,RRI_roulette,143978245.0,163265.0,128972388.0,0.0,0.0,15005857.0,6893137148.0,6629877986.0,0.0,0.0,1
OP_0001,87.0,RRI_sports,650578.0,0.0,471500.0,0.0,0.0,180078.0,1733780.0,1325754.0,0.0,0.0,1
OP_0011,33895.0,RRI_other,318106365.31,861000.0,318585541.0,0.0,0.0,381824.31,1158571458.64,1158578563.3399997,3226950.54,0.0,1
OP_0009,31.0,RRI_sports,93500.0,0.0,30700.0,0.0,0.0,62800.0,0.0,0.0,0.0,0.0,1
OP_0002,6685.0,CTG_multi,15348783.0,0.0,20194375.17,0.0,0.0,-4845592.17,16362121.0,20194375.17,0.0,0.0,0
OP_0013,13.0,RRI_sports,19862.22,8871.21,20793.12,400.0,0.0,7540.31,39724.44,41586.24,800.0,0.0,0
OP_0003,1439.0,RRI_sports,732186.0,150200.0,539313.96,0.0,0.0,343072.04,1584658.0,1078627.92,0.0,0.0,0
OP_0016,21277.0,RRI_sports,18409517.0,1406000.0,17242986.0,37316.0,0.0,2535215.0,33698483.0,29513861.0,37316.0,0.0,0
OP_0015,2821.0,RRI_other,517434.0,0.0,492662.0,0.0,0.0,24771.0,7131828.0,5540392.0,0.0,0.0,0
OP_0004,720.0,CTG_multi,8589835.28,0.0,7370938.29,0.0,0.0,0.0,56229525.45999999,52059698.95999999,0.0,0.0,0
OP_0004,38.0,CTG_virtualSports,40500.0,0.0,17000.0,1000.0,0.0,22500.0,56229525.45999999,52059698.95999999,0.0,0.0,0
OP_0005,3010.0,RRI_slot,4349328.65,0.0,4102871.66,18300.0,0.0,228156.99,9626405.08,7725238.37,73004.1,0.0,0
OP_0017,270045.0,RRI_other,816638720.0,0.0,822556127.0,0.0,0.0,-5917407.0,0.0,0.0,0.0,0.0,0
OP_0012,572.0,RRI_sports,37900.0,0.0,0.0,0.0,0.0,37900.0,0.0,0.0,0.0,0.0,0
OP_0006,854055.0,CTG_multi,3518485190.27,0.0,3957876024.782,1000.0,0.0,-439391834.512,7835420322.180001,7446774204.417001,1019180.62,0.0,0
OP_0007,31677.0,RRI_roulette,166955934.0,220620.0,161067177.0,0.0,0.0,5888757.0,6020604708.0,5785744314.0,0.0,0.0,0
OP_0001,44.0,RRI_sports,357334.0,0.0,95380.0,0.0,0.0,261954.0,554001.0,269114.0,0.0,0.0,0
OP_0011,16251.0,RRI_other,193071172.7,60000.0,193834377.44,0.0,0.0,-703204.74,842504980.2199999,841407294.5400001,2965040.14,0.0,0
OP_0009,18.0,RRI_sports,35000.0,0.0,129332.0,0.0,0.0,-94332.0,0.0,0.0,0.0,0.0,0
OP_0002,7888.0,CTG_multi,19329301.0,0.0,15676699.77,500.0,0.0,3652101.23,42518670.0,31353399.54,1000.0,0.0,0
OP_0013,17.0,RRI_sports,32300.0,2278.62,7650.0,0.0,0.0,26928.62,129200.0,30600.0,0.0,0.0,0
OP_0003,1095.0,RRI_sports,2102324.0,2100.0,2051077.46,0.0,0.0,53346.54,4378256.0,4102154.92,0.0,0.0,0
OP_0016,24419.0,RRI_sports,23501824.0,1517000.0,15755370.0,23569.0,0.0,9239885.0,80002154.0,58198338.0,43138.0,0.0,0
OP_0015,2996.0,RRI_other,648617.0,0.0,628109.0,0.0,0.0,20509.0,2995689.0,2179163.0,0.0,0.0,0
OP_0004,605.0,CTG_multi,7860283.01,0.0,8219694.13,0.0,0.0,0.0,78261095.28,75822800.25999999,0.0,0.0,0
OP_0004,13.0,CTG_virtualSports,13500.0,0.0,2500.0,0.0,0.0,11000.0,78261095.28,75822800.25999999,0.0,0.0,0
OP_0005,2602.0,RRI_slot,3439649.99,0.0,3342883.2,14000.0,0.0,82766.79,21510164.9,16835222.68,153708.2,0.0,0
OP_0017,304472.0,RRI_other,684726840.0,0.0,701442338.0,0.0,0.0,-16715498.0,0.0,0.0,0.0,0.0,0
OP_0012,442.0,RRI_sports,30900.0,0.0,292.8,0.0,0.0,30607.2,0.0,0.0,0.0,0.0,0
OP_0006,913187.0,CTG_multi,3476520256.29,0.0,3532244492.846,23846.0,0.0,-55748082.556,20015606323.02,18231717278.446,4640151.32,0.0,0
OP_0007,33648.0,RRI_roulette,156572212.0,299836.0,130150788.0,0.0,0.0,26421424.0,3109020943.0,2940490551.0,0.0,0.0,0
OP_0019,2.0,RRI_sports,500.0,0.0,298.02,0.0,0.0,201.98,1000.0,596.04,0.0,0.0,0
OP_0001,34.0,RRI_sports,397702.0,0.0,327388.0,0.0,0.0,70314.0,399202.0,327388.0,0.0,0.0,0
OP_0011,19392.0,RRI_other,227360979.7,98000.0,227754733.51,0.0,0.0,-295753.81,456120224.7399999,439266548.72,1659268.97,0.0,0
OP_0009,25.0,RRI_sports,75000.0,0.0,26754.0,0.0,0.0,48246.0,0.0,0.0,0.0,0.0,0
OP_0002,8102.0,CTG_multi,19209983.0,0.0,13554715.98,10000.0,0.0,5645267.02,43477808.0,27109431.96,20000.0,0.0,0
OP_0013,18.0,RRI_sports,52859.01,0.0,45601.35,0.0,0.0,7257.66,211436.04,182405.4,0.0,0.0,0
OP_0003,1080.0,RRI_sports,2163071.0,2300.0,3211890.94,0.0,0.0,-1046519.94,4763392.0,6423781.88,0.0,0.0,0
OP_0016,27157.0,RRI_sports,25730552.0,2090500.0,18248845.0,1060.0,0.0,9571147.0,87465014.0,64506128.0,26900.0,0.0,0
OP_0015,2988.0,RRI_other,883168.0,0.0,513951.0,0.0,0.0,369217.0,5501976.0,4093372.0,0.0,0.0,0
OP_0004,625.0,CTG_multi,7858109.29,0.0,5758329.09,0.0,0.0,0.0,64284358.58,54439244.26,0.0,0.0,0
OP_0004,2.0,CTG_virtualSports,2000.0,0.0,19000.0,0.0,0.0,-17000.0,64284358.58,54439244.26,0.0,0.0,0
OP_0005,3650.0,RRI_slot,4201616.97,0.0,4116824.99,19700.0,0.0,65091.98,24167420.959999997,19439803.08,158788.2,0.0,0
OP_0017,377055.0,RRI_other,1243217435.0,0.0,1237277142.0,0.0,0.0,5940293.0,0.0,0.0,0.0,0.0,0
OP_0012,454.0,RRI_sports,29300.0,0.0,0.0,0.0,0.0,29300.0,0.0,0.0,0.0,0.0,0
OP_0006,1022497.0,CTG_multi,3898740335.93,0.0,3184700253.626,15700.0,0.0,714024382.304,10460181813.1,8224008547.228,13911942.2,0.0,0
OP_0007,31680.0,RRI_roulette,131046163.0,163225.0,109843651.0,0.0,0.0,21202512.0,2848627462.0,2697628531.0,0.0,0.0,0
OP_0020,5406.0,RRI_other,10003802.0,0.0,6458705.0,0.0,0.0,3545097.0,1372904994.0,1306287735.0,0.0,0.0,0
OP_0019,1.0,RRI_sports,300.0,0.0,0.0,0.0,0.0,300.0,600.0,0.0,0.0,0.0,0
OP_0001,68.0,RRI_sports,886383.0,0.0,32388.0,0.0,0.0,853995.0,1024233.0,69342.0,0.0,0.0,0
OP_0011,19581.0,RRI_other,256122877.72,0.0,255323234.32,0.0,0.0,799643.4,430044374.00999993,422891885.31,915734.42,0.0,0
OP_0009,21.0,RRI_sports,47000.0,0.0,19835.0,0.0,0.0,27165.0,0.0,0.0,0.0,0.0,0
OP_0002,7601.0,CTG_multi,18272031.0,0.0,10963266.82,40000.0,0.0,7268764.18,41192582.0,21926533.64,80000.0,0.0,0
OP_0013,6.0,RRI_sports,16358.03,0.0,31561.6,0.0,0.0,-15203.57,69432.12,126246.4,0.0,0.0,0
OP_0003,1737.0,RRI_sports,2404150.0,1670.0,2558398.51,0.0,0.0,-152578.51,2600946.0,2558398.51,0.0,0.0,0
OP_0016,28256.0,RRI_sports,26276158.0,1842500.0,70758370.0,500.0,0.0,-42640212.0,84214658.0,168160918.0,1000.0,0.0,0
OP_0015,2816.0,RRI_other,674414.0,0.0,616943.0,0.0,0.0,57471.0,8817674.0,6780790.0,0.0,0.0,0
OP_0004,573.0,CTG_multi,9538931.54,0.0,10347672.08,0.0,0.0,0.0,30644697.54,30082476.58,0.0,0.0,0
OP_0004,27.0,CTG_virtualSports,27000.0,0.0,22000.0,0.0,0.0,5000.0,30644697.54,30082476.58,0.0,0.0,0
OP_0005,4208.0,RRI_slot,4200734.83,0.0,3853194.53,28988.0,0.0,318552.3,21236275.6,16399508.96,175804.2,0.0,0
OP_0017,354913.0,RRI_other,914893169.0,0.0,888741578.0,0.0,0.0,26151591.0,0.0,0.0,0.0,0.0,0
OP_0012,514.0,RRI_sports,56600.0,0.0,27056.8,0.0,0.0,29543.2,0.0,0.0,0.0,0.0,0
OP_0006,926848.0,CTG_multi,4223865858.75,0.0,4950966216.264,580.54,0.0,-727100938.054,19889001297.94,19572846231.826,1435312.9,0.0,0
OP_0007,32039.0,RRI_roulette,157707174.0,190501.0,142478393.0,0.0,0.0,15228781.0,5972685414.0,5594710066.0,0.0,0.0,0
OP_0020,5794.0,RRI_other,9529381.0,0.0,6095608.0,0.0,0.0,3433774.0,2700734502.0,2627889590.0,0.0,0.0,0
OP_0020,5794.0,RRI_other,9529381.0,0.0,6095608.0,0.0,0.0,3433774.0,112917412.0,77583676.0,0.0,0.0,0
OP_0001,45.0,RRI_sports,386033.0,0.0,30000.0,0.0,0.0,356033.0,859666.0,102984.0,0.0,0.0,0
